event_id,session_id,event_timestamp,event_type,page_url,product_id,order_id,event_properties,created_at
2000034,1000015,2025-08-29T09:16:54+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 33}",2026-08-15T12:00:00+00:00
2000035,1000015,2025-08-29T09:17:05+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 34}",2026-08-15T12:00:00+00:00
2000036,1000016,2025-06-01T01:32:53+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 35}",2026-08-15T12:00:00+00:00
2000037,1000016,2025-06-01T01:32:55+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 36}",2026-08-15T12:00:00+00:00
2000038,1000017,2026-01-16T09:55:21+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 37}",2026-08-15T12:00:00+00:00
2000039,1000018,2025-04-11T20:18:19+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 38}",2026-08-15T12:00:00+00:00
2000040,1000018,2025-04-11T20:18:43+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 39}",2026-08-15T12:00:00+00:00
2000041,1000018,2025-04-11T20:19:04+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 40}",2026-08-15T12:00:00+00:00
2000042,1000019,2025-12-21T14:10:40+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 41}",2026-08-15T12:00:00+00:00
2000043,1000019,2025-12-21T14:11:46+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 42}",2026-08-15T12:00:00+00:00
2000044,1000019,2025-12-21T14:12:02+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 43}",2026-08-15T12:00:00+00:00
2000045,1000019,2025-12-21T14:12:42+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 44}",2026-08-15T12:00:00+00:00
2000046,1000020,2025-09-09T15:22:42+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 45}",2026-08-15T12:00:00+00:00
2000047,1000020,2025-09-09T15:23:55+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 46}",2026-08-15T12:00:00+00:00
2000048,1000021,2025-03-03T09:17:30+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 47}",2026-08-15T12:00:00+00:00
2000049,1000021,2025-03-03T09:17:41+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 48}",2026-08-15T12:00:00+00:00
2000050,1000022,2026-03-21T08:23:55+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 49}",2026-08-15T12:00:00+00:00
2000051,1000022,2026-03-21T08:25:01+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 50}",2026-08-15T12:00:00+00:00
2000052,1000022,2026-03-21T08:25:39+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 51}",2026-08-15T12:00:00+00:00
2000053,1000022,2026-03-21T08:26:36+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 52}",2026-08-15T12:00:00+00:00
2000054,1000023,2025-05-12T14:42:12+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 53}",2026-08-15T12:00:00+00:00
2000055,1000024,2025-06-08T11:12:55+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 54}",2026-08-15T12:00:00+00:00
2000056,1000025,2026-02-13T12:49:21+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 55}",2026-08-15T12:00:00+00:00
2000057,1000026,2025-09-28T11:02:52+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 56}",2026-08-15T12:00:00+00:00
2000058,1000027,2026-05-02T11:09:55+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 57}",2026-08-15T12:00:00+00:00
2000059,1000027,2026-05-02T11:10:52+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 58}",2026-08-15T12:00:00+00:00
2000060,1000027,2026-05-02T11:10:57+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 59}",2026-08-15T12:00:00+00:00
2000061,1000028,2026-06-07T09:29:52+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 60}",2026-08-15T12:00:00+00:00
2000062,1000029,2025-06-24T01:16:34+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 61}",2026-08-15T12:00:00+00:00
2000063,1000030,2025-03-02T03:01:11+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 62}",2026-08-15T12:00:00+00:00
2000064,1000030,2025-03-02T03:02:12+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 63}",2026-08-15T12:00:00+00:00
2000065,1000030,2025-03-02T03:02:21+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 64}",2026-08-15T12:00:00+00:00
2000066,1000031,2025-08-26T16:47:35+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 65}",2026-08-15T12:00:00+00:00
2000067,1000031,2025-08-26T16:48:35+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 66}",2026-08-15T12:00:00+00:00
2000068,1000032,2025-07-16T08:25:08+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 67}",2026-08-15T12:00:00+00:00
2000069,1000032,2025-07-16T08:26:25+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 68}",2026-08-15T12:00:00+00:00
2000070,1000033,2026-07-30T19:33:19+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 69}",2026-08-15T12:00:00+00:00
2000071,1000033,2026-07-30T19:33:48+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 70}",2026-08-15T12:00:00+00:00
2000072,1000033,2026-07-30T19:34:02+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 71}",2026-08-15T12:00:00+00:00
2000073,1000033,2026-07-30T19:35:04+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 72}",2026-08-15T12:00:00+00:00
2000074,1000034,2025-03-18T22:29:19+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 73}",2026-08-15T12:00:00+00:00
2000075,1000034,2025-03-18T22:30:34+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 74}",2026-08-15T12:00:00+00:00
2000076,1000034,2025-03-18T22:31:23+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 75}",2026-08-15T12:00:00+00:00
2000077,1000034,2025-03-18T22:31:48+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 76}",2026-08-15T12:00:00+00:00
2000078,1000035,2026-01-15T22:11:02+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 77}",2026-08-15T12:00:00+00:00
2000079,1000036,2025-08-03T05:31:21+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 78}",2026-08-15T12:00:00+00:00
2000080,1000037,2026-06-06T13:39:20+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 79}",2026-08-15T12:00:00+00:00
2000081,1000037,2026-06-06T13:39:22+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 80}",2026-08-15T12:00:00+00:00
2000082,1000038,2025-08-03T23:55:13+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 81}",2026-08-15T12:00:00+00:00
2000083,1000038,2025-08-03T23:55:51+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 82}",2026-08-15T12:00:00+00:00
2000084,1000038,2025-08-03T23:57:08+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 83}",2026-08-15T12:00:00+00:00
2000085,1000039,2026-06-19T06:09:15+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 84}",2026-08-15T12:00:00+00:00
2000086,1000039,2026-06-19T06:10:25+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 85}",2026-08-15T12:00:00+00:00
2000087,1000039,2026-06-19T06:11:35+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 86}",2026-08-15T12:00:00+00:00
2000088,1000039,2026-06-19T06:12:18+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 87}",2026-08-15T12:00:00+00:00
2000089,1000040,2025-10-01T11:10:08+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 88}",2026-08-15T12:00:00+00:00
2000090,1000040,2025-10-01T11:10:11+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 89}",2026-08-15T12:00:00+00:00
2000091,1000040,2025-10-01T11:10:29+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 90}",2026-08-15T12:00:00+00:00
2000092,1000041,2025-03-11T02:18:52+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 91}",2026-08-15T12:00:00+00:00
2000093,1000041,2025-03-11T02:20:11+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 92}",2026-08-15T12:00:00+00:00
2000094,1000041,2025-03-11T02:21:16+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 93}",2026-08-15T12:00:00+00:00
2000095,1000041,2025-03-11T02:21:40+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 94}",2026-08-15T12:00:00+00:00
2000096,1000042,2025-05-11T02:39:40+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 95}",2026-08-15T12:00:00+00:00
2000097,1000042,2025-05-11T02:40:54+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 96}",2026-08-15T12:00:00+00:00
2000098,1000042,2025-05-11T02:41:54+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 97}",2026-08-15T12:00:00+00:00
2000099,1000042,2025-05-11T02:42:03+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 98}",2026-08-15T12:00:00+00:00
2000100,1000043,2026-01-19T12:35:43+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 99}",2026-08-15T12:00:00+00:00
2000101,1000043,2026-01-19T12:36:04+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 100}",2026-08-15T12:00:00+00:00
2000102,1000043,2026-01-19T12:37:19+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 101}",2026-08-15T12:00:00+00:00
2000103,1000044,2025-06-22T02:11:14+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 102}",2026-08-15T12:00:00+00:00
2000104,1000044,2025-06-22T02:12:16+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 103}",2026-08-15T12:00:00+00:00
2000105,1000044,2025-06-22T02:13:29+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 104}",2026-08-15T12:00:00+00:00
2000106,1000045,2025-06-23T03:34:26+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 105}",2026-08-15T12:00:00+00:00
2000107,1000046,2025-02-13T07:43:24+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 106}",2026-08-15T12:00:00+00:00
2000108,1000046,2025-02-13T07:43:56+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 107}",2026-08-15T12:00:00+00:00
2000109,1000047,2025-11-19T19:56:11+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 108}",2026-08-15T12:00:00+00:00
2000110,1000047,2025-11-19T19:57:01+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 109}",2026-08-15T12:00:00+00:00
2000111,1000047,2025-11-19T19:57:20+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 110}",2026-08-15T12:00:00+00:00
2000112,1000047,2025-11-19T19:58:18+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 111}",2026-08-15T12:00:00+00:00
2000113,1000048,2025-08-11T21:19:25+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 112}",2026-08-15T12:00:00+00:00
2000114,1000048,2025-08-11T21:19:41+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 113}",2026-08-15T12:00:00+00:00
2000115,1000048,2025-08-11T21:20:38+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 114}",2026-08-15T12:00:00+00:00
2000116,1000049,2025-06-14T15:51:03+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 115}",2026-08-15T12:00:00+00:00
2000117,1000050,2025-07-14T15:05:53+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 116}",2026-08-15T12:00:00+00:00
2000118,1000051,2025-11-15T06:30:53+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 117}",2026-08-15T12:00:00+00:00
2000119,1000051,2025-11-15T06:31:52+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 118}",2026-08-15T12:00:00+00:00
2000120,1000051,2025-11-15T06:32:48+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 119}",2026-08-15T12:00:00+00:00
2000121,1000051,2025-11-15T06:33:36+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 120}",2026-08-15T12:00:00+00:00
2000122,1000052,2026-02-27T10:07:30+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 121}",2026-08-15T12:00:00+00:00
2000123,1000053,2025-04-25T15:10:32+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 122}",2026-08-15T12:00:00+00:00
2000124,1000054,2025-08-04T12:07:46+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 123}",2026-08-15T12:00:00+00:00
2000125,1000054,2025-08-04T12:08:22+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 124}",2026-08-15T12:00:00+00:00
2000126,1000054,2025-08-04T12:09:07+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 125}",2026-08-15T12:00:00+00:00
2000127,1000054,2025-08-04T12:10:09+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 126}",2026-08-15T12:00:00+00:00
2000128,1000055,2025-01-01T22:37:21+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 127}",2026-08-15T12:00:00+00:00
2000129,1000055,2025-01-01T22:38:23+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 128}",2026-08-15T12:00:00+00:00
2000130,1000055,2025-01-01T22:38:44+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 129}",2026-08-15T12:00:00+00:00
2000131,1000055,2025-01-01T22:39:11+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 130}",2026-08-15T12:00:00+00:00
2000132,1000056,2026-01-04T19:50:12+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 131}",2026-08-15T12:00:00+00:00
2000133,1000056,2026-01-04T19:50:26+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 132}",2026-08-15T12:00:00+00:00
2000134,1000056,2026-01-04T19:50:40+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 133}",2026-08-15T12:00:00+00:00
2000135,1000056,2026-01-04T19:50:45+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 134}",2026-08-15T12:00:00+00:00
2000136,1000057,2026-06-13T21:58:47+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 135}",2026-08-15T12:00:00+00:00
2000137,1000057,2026-06-13T21:59:23+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 136}",2026-08-15T12:00:00+00:00
2000138,1000057,2026-06-13T22:00:27+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 137}",2026-08-15T12:00:00+00:00
2000139,1000057,2026-06-13T22:01:19+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 138}",2026-08-15T12:00:00+00:00
2000140,1000058,2026-06-20T14:03:26+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 139}",2026-08-15T12:00:00+00:00
2000141,1000058,2026-06-20T14:04:26+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 140}",2026-08-15T12:00:00+00:00
2000142,1000058,2026-06-20T14:04:34+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 141}",2026-08-15T12:00:00+00:00
2000143,1000058,2026-06-20T14:04:48+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 142}",2026-08-15T12:00:00+00:00
2000144,1000059,2025-09-29T08:29:18+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 143}",2026-08-15T12:00:00+00:00
2000145,1000060,2025-06-15T11:05:42+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 144}",2026-08-15T12:00:00+00:00
2000146,1000060,2025-06-15T11:05:49+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 145}",2026-08-15T12:00:00+00:00
2000147,1000061,2025-08-10T06:28:21+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 146}",2026-08-15T12:00:00+00:00
2000148,1000061,2025-08-10T06:29:23+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 147}",2026-08-15T12:00:00+00:00
2000149,1000061,2025-08-10T06:29:28+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 148}",2026-08-15T12:00:00+00:00
2000150,1000061,2025-08-10T06:30:43+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 149}",2026-08-15T12:00:00+00:00
2000151,1000061,2025-08-10T06:31:47+00:00,purchase,https://northstar.example/purchase,,9000006.0,"{""synthetic"": true, ""sequence"": 150}",2026-08-15T12:00:00+00:00
2000152,1000062,2025-01-04T04:16:51+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 151}",2026-08-15T12:00:00+00:00
2000153,1000062,2025-01-04T04:17:03+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 152}",2026-08-15T12:00:00+00:00
2000154,1000062,2025-01-04T04:17:28+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 153}",2026-08-15T12:00:00+00:00
2000155,1000062,2025-01-04T04:17:49+00:00,checkout_start,https://northstar.example/checkout-start,,,"{""synthetic"": true, ""sequence"": 154}",2026-08-15T12:00:00+00:00
2000156,1000063,2025-02-10T15:09:57+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 155}",2026-08-15T12:00:00+00:00
2000157,1000064,2025-02-01T21:50:10+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 156}",2026-08-15T12:00:00+00:00
2000158,1000064,2025-02-01T21:50:25+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 157}",2026-08-15T12:00:00+00:00
2000159,1000064,2025-02-01T21:51:19+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 158}",2026-08-15T12:00:00+00:00
2000160,1000065,2025-04-21T12:43:53+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 159}",2026-08-15T12:00:00+00:00
2000161,1000065,2025-04-21T12:43:56+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 160}",2026-08-15T12:00:00+00:00
2000162,1000065,2025-04-21T12:44:42+00:00,add_to_cart,https://northstar.example/add-to-cart,,,"{""synthetic"": true, ""sequence"": 161}",2026-08-15T12:00:00+00:00
2000163,1000066,2026-04-18T02:24:33+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 162}",2026-08-15T12:00:00+00:00
2000164,1000067,2026-04-03T13:22:45+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 163}",2026-08-15T12:00:00+00:00
2000165,1000067,2026-04-03T13:23:31+00:00,product_view,https://northstar.example/product-view,,,"{""synthetic"": true, ""sequence"": 164}",2026-08-15T12:00:00+00:00
2000166,1000068,2026-06-23T09:26:35+00:00,page_view,https://northstar.example/page-view,,,"{""synthetic"": true, ""sequence"": 165}",2026-08-15T12:00:00+00:00
