spend_id,spend_date,campaign_id,channel,spend_amount,impressions,clicks,currency_code,created_at
4000055,2025-05-15,8002,Paid Search,177.32,6716,1569,USD,2026-08-15T12:00:00+00:00
4000056,2025-05-16,8002,Paid Search,267.5,36549,1320,USD,2026-08-15T12:00:00+00:00
4000057,2025-05-17,8002,Paid Search,195.93,15523,1224,USD,2026-08-15T12:00:00+00:00
4000058,2025-05-18,8002,Paid Search,372.41,27807,963,USD,2026-08-15T12:00:00+00:00
4000059,2025-05-19,8002,Paid Search,181.3,12593,1106,USD,2026-08-15T12:00:00+00:00
4000060,2025-05-20,8002,Paid Search,246.55,9386,570,USD,2026-08-15T12:00:00+00:00
4000061,2025-05-21,8002,Paid Search,346.12,29455,1203,USD,2026-08-15T12:00:00+00:00
4000062,2025-05-22,8002,Paid Search,19.02,19466,207,USD,2026-08-15T12:00:00+00:00
4000063,2025-05-23,8002,Paid Search,659.29,16406,498,USD,2026-08-15T12:00:00+00:00
4000064,2025-05-24,8002,Paid Search,78.89,42502,1509,USD,2026-08-15T12:00:00+00:00
4000065,2025-05-25,8002,Paid Search,691.56,3909,1844,USD,2026-08-15T12:00:00+00:00
4000066,2025-05-26,8002,Paid Search,629.78,43123,1415,USD,2026-08-15T12:00:00+00:00
4000067,2025-05-27,8002,Paid Search,390.65,9922,791,USD,2026-08-15T12:00:00+00:00
4000068,2025-05-28,8002,Paid Search,403.24,27282,1408,USD,2026-08-15T12:00:00+00:00
4000069,2025-05-29,8002,Paid Search,486.93,34312,881,USD,2026-08-15T12:00:00+00:00
4000070,2025-05-30,8002,Paid Search,136.6,9854,77,USD,2026-08-15T12:00:00+00:00
4000071,2025-05-31,8002,Paid Search,229.19,45620,863,USD,2026-08-15T12:00:00+00:00
4000072,2025-06-01,8002,Paid Search,316.24,1997,1975,USD,2026-08-15T12:00:00+00:00
4000073,2025-06-02,8002,Paid Search,539.59,44800,1853,USD,2026-08-15T12:00:00+00:00
4000074,2025-06-03,8002,Paid Search,157.17,42830,996,USD,2026-08-15T12:00:00+00:00
4000075,2025-06-04,8002,Paid Search,640.15,8713,747,USD,2026-08-15T12:00:00+00:00
4000076,2025-06-05,8002,Paid Search,649.61,22019,124,USD,2026-08-15T12:00:00+00:00
4000077,2025-06-06,8002,Paid Search,621.52,5025,1944,USD,2026-08-15T12:00:00+00:00
4000078,2025-06-07,8002,Paid Search,150.21,3409,725,USD,2026-08-15T12:00:00+00:00
4000079,2025-06-08,8002,Paid Search,404.05,26280,1177,USD,2026-08-15T12:00:00+00:00
4000080,2025-06-09,8002,Paid Search,680.63,33510,279,USD,2026-08-15T12:00:00+00:00
4000081,2025-06-10,8002,Paid Search,49.23,15894,874,USD,2026-08-15T12:00:00+00:00
4000082,2025-06-11,8002,Paid Search,138.14,1517,203,USD,2026-08-15T12:00:00+00:00
4000083,2025-06-12,8002,Paid Search,637.65,23454,881,USD,2026-08-15T12:00:00+00:00
4000084,2025-06-13,8002,Paid Search,163.62,32230,420,USD,2026-08-15T12:00:00+00:00
4000085,2025-06-14,8002,Paid Search,65.64,31261,730,USD,2026-08-15T12:00:00+00:00
4000086,2025-06-15,8002,Paid Search,463.55,37745,591,USD,2026-08-15T12:00:00+00:00
4000087,2025-06-16,8002,Paid Search,693.57,31312,109,USD,2026-08-15T12:00:00+00:00
4000088,2025-06-17,8002,Paid Search,307.97,30955,813,USD,2026-08-15T12:00:00+00:00
4000089,2025-06-18,8002,Paid Search,594.5,11030,283,USD,2026-08-15T12:00:00+00:00
4000090,2025-06-19,8002,Paid Search,303.41,6521,770,USD,2026-08-15T12:00:00+00:00
4000091,2025-06-20,8002,Paid Search,671.9,43986,102,USD,2026-08-15T12:00:00+00:00
4000092,2025-06-21,8002,Paid Search,593.23,39817,1556,USD,2026-08-15T12:00:00+00:00
4000093,2025-11-27,8003,Paid Search,40.67,29950,376,USD,2026-08-15T12:00:00+00:00
4000094,2025-11-28,8003,Paid Search,37.53,32308,429,USD,2026-08-15T12:00:00+00:00
4000095,2025-11-29,8003,Paid Search,33.11,24697,1496,USD,2026-08-15T12:00:00+00:00
4000096,2025-11-30,8003,Paid Search,28.99,38815,500,USD,2026-08-15T12:00:00+00:00
4000097,2025-12-01,8003,Paid Search,33.7,19389,1667,USD,2026-08-15T12:00:00+00:00
4000098,2025-12-02,8003,Paid Search,26.01,2732,1731,USD,2026-08-15T12:00:00+00:00
4000099,2025-12-03,8003,Paid Search,35.37,11561,1162,USD,2026-08-15T12:00:00+00:00
4000100,2025-12-04,8003,Paid Search,13.47,27859,1073,USD,2026-08-15T12:00:00+00:00
4000101,2025-12-05,8003,Paid Search,26.73,14150,216,USD,2026-08-15T12:00:00+00:00
4000102,2025-12-06,8003,Paid Search,14.43,5749,181,USD,2026-08-15T12:00:00+00:00
4000103,2025-12-07,8003,Paid Search,15.36,40247,175,USD,2026-08-15T12:00:00+00:00
4000104,2025-12-08,8003,Paid Search,30.88,4225,1298,USD,2026-08-15T12:00:00+00:00
4000105,2025-12-09,8003,Paid Search,41.33,17344,1240,USD,2026-08-15T12:00:00+00:00
4000106,2025-12-10,8003,Paid Search,39.75,679,1446,USD,2026-08-15T12:00:00+00:00
4000107,2025-12-11,8003,Paid Search,40.4,42092,443,USD,2026-08-15T12:00:00+00:00
4000108,2025-12-12,8003,Paid Search,47.11,2437,1467,USD,2026-08-15T12:00:00+00:00
4000109,2025-12-13,8003,Paid Search,10.62,34769,1025,USD,2026-08-15T12:00:00+00:00
4000110,2025-12-14,8003,Paid Search,47.84,1719,558,USD,2026-08-15T12:00:00+00:00
4000111,2025-12-15,8003,Paid Search,38.33,32105,1766,USD,2026-08-15T12:00:00+00:00
4000112,2025-12-16,8003,Paid Search,28.64,44311,1136,USD,2026-08-15T12:00:00+00:00
4000113,2025-12-17,8003,Paid Search,33.36,2240,365,USD,2026-08-15T12:00:00+00:00
4000114,2025-12-18,8003,Paid Search,24.58,35628,454,USD,2026-08-15T12:00:00+00:00
4000115,2025-12-19,8003,Paid Search,36.38,5350,1749,USD,2026-08-15T12:00:00+00:00
4000116,2025-12-20,8003,Paid Search,43.38,48377,1931,USD,2026-08-15T12:00:00+00:00
4000117,2025-12-21,8003,Paid Search,35.49,33356,1935,USD,2026-08-15T12:00:00+00:00
4000118,2025-12-22,8003,Paid Search,31.67,6896,1039,USD,2026-08-15T12:00:00+00:00
4000119,2025-12-23,8003,Paid Search,47.9,10629,200,USD,2026-08-15T12:00:00+00:00
4000120,2025-12-24,8003,Paid Search,16.26,15643,1803,USD,2026-08-15T12:00:00+00:00
4000121,2025-12-25,8003,Paid Search,19.51,26523,1230,USD,2026-08-15T12:00:00+00:00
4000122,2025-12-26,8003,Paid Search,16.09,9007,1797,USD,2026-08-15T12:00:00+00:00
4000123,2025-12-27,8003,Paid Search,43.99,9653,1935,USD,2026-08-15T12:00:00+00:00
4000124,2025-12-28,8003,Paid Search,34.5,19626,1814,USD,2026-08-15T12:00:00+00:00
4000125,2025-12-29,8003,Paid Search,35.68,48641,1523,USD,2026-08-15T12:00:00+00:00
4000126,2025-12-30,8003,Paid Search,39.76,21846,1220,USD,2026-08-15T12:00:00+00:00
4000127,2025-12-31,8003,Paid Search,17.52,23328,492,USD,2026-08-15T12:00:00+00:00
4000128,2026-01-01,8003,Paid Search,33.12,4368,1455,USD,2026-08-15T12:00:00+00:00
4000129,2026-01-02,8003,Paid Search,39.95,46390,340,USD,2026-08-15T12:00:00+00:00
4000130,2026-01-03,8003,Paid Search,17.47,17818,35,USD,2026-08-15T12:00:00+00:00
4000131,2026-01-04,8003,Paid Search,10.57,16375,1157,USD,2026-08-15T12:00:00+00:00
4000132,2026-01-05,8003,Paid Search,31.17,29399,1074,USD,2026-08-15T12:00:00+00:00
4000133,2026-01-06,8003,Paid Search,45.61,28419,618,USD,2026-08-15T12:00:00+00:00
4000134,2026-01-07,8003,Paid Search,32.75,14308,222,USD,2026-08-15T12:00:00+00:00
4000135,2026-01-08,8003,Paid Search,44.28,36247,705,USD,2026-08-15T12:00:00+00:00
4000136,2026-01-09,8003,Paid Search,27.58,24440,139,USD,2026-08-15T12:00:00+00:00
4000137,2026-01-10,8003,Paid Search,41.96,18143,732,USD,2026-08-15T12:00:00+00:00
4000138,2026-01-11,8003,Paid Search,26.17,33352,1677,USD,2026-08-15T12:00:00+00:00
4000139,2026-01-12,8003,Paid Search,10.11,20960,952,USD,2026-08-15T12:00:00+00:00
4000140,2026-01-13,8003,Paid Search,43.08,49622,656,USD,2026-08-15T12:00:00+00:00
4000141,2026-01-14,8003,Paid Search,38.08,34004,1809,USD,2026-08-15T12:00:00+00:00
4000142,2026-01-15,8003,Paid Search,41.2,18293,119,USD,2026-08-15T12:00:00+00:00
4000143,2026-01-16,8003,Paid Search,44.18,47738,281,USD,2026-08-15T12:00:00+00:00
4000144,2026-01-17,8003,Paid Search,23.28,25408,218,USD,2026-08-15T12:00:00+00:00
4000145,2026-01-18,8003,Paid Search,30.71,3185,482,USD,2026-08-15T12:00:00+00:00
4000146,2026-01-19,8003,Paid Search,18.55,13309,886,USD,2026-08-15T12:00:00+00:00
4000147,2026-01-20,8003,Paid Search,36.2,7858,1838,USD,2026-08-15T12:00:00+00:00
4000148,2026-01-21,8003,Paid Search,37.09,7504,663,USD,2026-08-15T12:00:00+00:00
4000149,2026-01-22,8003,Paid Search,19.17,35407,866,USD,2026-08-15T12:00:00+00:00
4000150,2026-01-23,8003,Paid Search,39.42,1017,290,USD,2026-08-15T12:00:00+00:00
4000151,2026-01-24,8003,Paid Search,40.12,46959,831,USD,2026-08-15T12:00:00+00:00
4000152,2026-01-25,8003,Paid Search,33.09,19560,828,USD,2026-08-15T12:00:00+00:00
4000153,2026-01-26,8003,Paid Search,46.73,40114,815,USD,2026-08-15T12:00:00+00:00
4000154,2025-03-07,8004,Paid Search,300.94,15603,1649,USD,2026-08-15T12:00:00+00:00
4000155,2025-03-08,8004,Paid Search,175.27,28342,275,USD,2026-08-15T12:00:00+00:00
4000156,2025-03-09,8004,Paid Search,115.17,6782,1433,USD,2026-08-15T12:00:00+00:00
4000157,2025-03-10,8004,Paid Search,214.7,49752,1171,USD,2026-08-15T12:00:00+00:00
4000158,2025-03-11,8004,Paid Search,368.19,30476,1872,USD,2026-08-15T12:00:00+00:00
4000159,2025-03-12,8004,Paid Search,225.96,13720,442,USD,2026-08-15T12:00:00+00:00
4000160,2025-03-13,8004,Paid Search,411.51,31093,1300,USD,2026-08-15T12:00:00+00:00
4000161,2025-03-14,8004,Paid Search,266.83,26581,1879,USD,2026-08-15T12:00:00+00:00
4000162,2025-03-15,8004,Paid Search,460.11,15709,1536,USD,2026-08-15T12:00:00+00:00
4000163,2025-03-16,8004,Paid Search,242.67,35859,1323,USD,2026-08-15T12:00:00+00:00
4000164,2025-03-17,8004,Paid Search,400.57,32927,913,USD,2026-08-15T12:00:00+00:00
4000165,2025-03-18,8004,Paid Search,210.81,18813,904,USD,2026-08-15T12:00:00+00:00
4000166,2025-03-19,8004,Paid Search,349.53,36669,1403,USD,2026-08-15T12:00:00+00:00
4000167,2025-03-20,8004,Paid Search,170.58,15555,183,USD,2026-08-15T12:00:00+00:00
4000168,2025-03-21,8004,Paid Search,439.87,11045,1689,USD,2026-08-15T12:00:00+00:00
4000169,2025-03-22,8004,Paid Search,437.89,15971,273,USD,2026-08-15T12:00:00+00:00
4000170,2025-03-23,8004,Paid Search,247.26,1656,1555,USD,2026-08-15T12:00:00+00:00
4000171,2025-03-24,8004,Paid Search,437.31,8277,1262,USD,2026-08-15T12:00:00+00:00
4000172,2025-03-25,8004,Paid Search,96.11,41932,1189,USD,2026-08-15T12:00:00+00:00
4000173,2025-03-26,8004,Paid Search,292.52,48246,1522,USD,2026-08-15T12:00:00+00:00
4000174,2025-03-27,8004,Paid Search,247.99,46567,553,USD,2026-08-15T12:00:00+00:00
4000175,2025-03-28,8004,Paid Search,199.24,7657,1482,USD,2026-08-15T12:00:00+00:00
4000176,2025-03-29,8004,Paid Search,18.74,30834,265,USD,2026-08-15T12:00:00+00:00
4000177,2025-03-30,8004,Paid Search,472.77,41189,1050,USD,2026-08-15T12:00:00+00:00
4000178,2025-03-31,8004,Paid Search,145.84,13732,1189,USD,2026-08-15T12:00:00+00:00
4000179,2025-04-01,8004,Paid Search,75.37,46188,355,USD,2026-08-15T12:00:00+00:00
4000180,2025-04-02,8004,Paid Search,198.05,40198,141,USD,2026-08-15T12:00:00+00:00
4000181,2025-04-03,8004,Paid Search,180.4,40267,253,USD,2026-08-15T12:00:00+00:00
4000182,2025-04-04,8004,Paid Search,427.53,4724,881,USD,2026-08-15T12:00:00+00:00
4000183,2025-04-05,8004,Paid Search,400.68,43435,1813,USD,2026-08-15T12:00:00+00:00
4000184,2025-04-06,8004,Paid Search,104.14,20253,1108,USD,2026-08-15T12:00:00+00:00
4000185,2025-04-07,8004,Paid Search,172.79,34629,1480,USD,2026-08-15T12:00:00+00:00
4000186,2025-04-08,8004,Paid Search,63.34,16205,1951,USD,2026-08-15T12:00:00+00:00
4000187,2025-04-09,8004,Paid Search,418.97,8366,1041,USD,2026-08-15T12:00:00+00:00
4000188,2025-04-10,8004,Paid Search,93.25,26566,679,USD,2026-08-15T12:00:00+00:00
4000189,2025-04-11,8004,Paid Search,457.53,43091,1825,USD,2026-08-15T12:00:00+00:00
4000190,2025-04-12,8004,Paid Search,380.97,14941,639,USD,2026-08-15T12:00:00+00:00
4000191,2025-04-13,8004,Paid Search,44.83,8892,20,USD,2026-08-15T12:00:00+00:00
4000192,2025-04-14,8004,Paid Search,168.36,23788,1005,USD,2026-08-15T12:00:00+00:00
4000193,2025-04-15,8004,Paid Search,393.44,6730,1034,USD,2026-08-15T12:00:00+00:00
4000194,2025-04-16,8004,Paid Search,140.91,49918,231,USD,2026-08-15T12:00:00+00:00
4000195,2025-04-17,8004,Paid Search,254.05,14276,1738,USD,2026-08-15T12:00:00+00:00
4000196,2025-04-18,8004,Paid Search,257.46,20966,690,USD,2026-08-15T12:00:00+00:00
4000197,2025-04-19,8004,Paid Search,168.4,13773,1774,USD,2026-08-15T12:00:00+00:00
4000198,2025-04-20,8004,Paid Search,44.5,15042,664,USD,2026-08-15T12:00:00+00:00
4000199,2025-04-21,8004,Paid Search,422.47,38623,133,USD,2026-08-15T12:00:00+00:00
4000200,2025-04-22,8004,Paid Search,245.64,35426,64,USD,2026-08-15T12:00:00+00:00
4000201,2025-04-23,8004,Paid Search,136.18,2920,1371,USD,2026-08-15T12:00:00+00:00
4000202,2025-04-24,8004,Paid Search,479.95,10221,1731,USD,2026-08-15T12:00:00+00:00
4000203,2025-04-25,8004,Paid Search,463.18,49485,1125,USD,2026-08-15T12:00:00+00:00
4000204,2025-04-26,8004,Paid Search,219.35,13875,540,USD,2026-08-15T12:00:00+00:00
4000205,2025-04-27,8004,Paid Search,267.89,26466,1776,USD,2026-08-15T12:00:00+00:00
4000206,2025-04-28,8004,Paid Search,45.76,40376,980,USD,2026-08-15T12:00:00+00:00
4000207,2025-04-29,8004,Paid Search,226.04,47348,1603,USD,2026-08-15T12:00:00+00:00
4000208,2025-04-30,8004,Paid Search,405.5,28065,884,USD,2026-08-15T12:00:00+00:00
4000209,2025-05-01,8004,Paid Search,215.26,22834,1516,USD,2026-08-15T12:00:00+00:00
4000210,2025-05-02,8004,Paid Search,48.91,39815,1834,USD,2026-08-15T12:00:00+00:00
4000211,2025-05-03,8004,Paid Search,12.5,17179,306,USD,2026-08-15T12:00:00+00:00
4000212,2025-05-04,8004,Paid Search,314.19,49721,699,USD,2026-08-15T12:00:00+00:00
4000213,2025-05-05,8004,Paid Search,97.21,41038,1517,USD,2026-08-15T12:00:00+00:00
4000214,2025-05-06,8004,Paid Search,188.52,18295,1434,USD,2026-08-15T12:00:00+00:00
4000215,2025-04-24,8005,Social,229.11,20222,1834,USD,2026-08-15T12:00:00+00:00
4000216,2025-04-25,8005,Social,691.9,40197,608,USD,2026-08-15T12:00:00+00:00
4000217,2025-04-26,8005,Social,690.27,39961,1607,USD,2026-08-15T12:00:00+00:00
4000218,2025-04-27,8005,Social,499.69,46186,109,USD,2026-08-15T12:00:00+00:00
4000219,2025-04-28,8005,Social,288.56,16962,122,USD,2026-08-15T12:00:00+00:00
4000220,2025-04-29,8005,Social,621.58,37967,1588,USD,2026-08-15T12:00:00+00:00
4000221,2025-04-30,8005,Social,577.41,5309,1335,USD,2026-08-15T12:00:00+00:00
4000222,2025-05-01,8005,Social,205.79,42748,83,USD,2026-08-15T12:00:00+00:00
4000223,2025-05-02,8005,Social,133.63,27255,804,USD,2026-08-15T12:00:00+00:00
4000224,2025-05-03,8005,Social,639.54,33608,1669,USD,2026-08-15T12:00:00+00:00
4000225,2025-05-04,8005,Social,336.72,27829,643,USD,2026-08-15T12:00:00+00:00
4000226,2025-05-05,8005,Social,314.13,27128,1781,USD,2026-08-15T12:00:00+00:00
4000227,2025-05-06,8005,Social,596.56,1343,660,USD,2026-08-15T12:00:00+00:00
4000228,2025-05-07,8005,Social,328.99,15603,542,USD,2026-08-15T12:00:00+00:00
4000229,2025-05-08,8005,Social,664.36,14773,996,USD,2026-08-15T12:00:00+00:00
4000230,2025-05-09,8005,Social,581.5,36441,207,USD,2026-08-15T12:00:00+00:00
4000231,2025-05-10,8005,Social,377.52,33372,1305,USD,2026-08-15T12:00:00+00:00
4000232,2025-05-11,8005,Social,609.97,43008,313,USD,2026-08-15T12:00:00+00:00
4000233,2025-05-12,8005,Social,709.27,17213,493,USD,2026-08-15T12:00:00+00:00
4000234,2025-05-13,8005,Social,691.49,22295,1497,USD,2026-08-15T12:00:00+00:00
4000235,2025-05-14,8005,Social,199.2,38989,1134,USD,2026-08-15T12:00:00+00:00
4000236,2025-05-15,8005,Social,608.23,6902,49,USD,2026-08-15T12:00:00+00:00
4000237,2025-05-16,8005,Social,526.0,37329,547,USD,2026-08-15T12:00:00+00:00
4000238,2025-05-17,8005,Social,185.28,15919,249,USD,2026-08-15T12:00:00+00:00
4000239,2025-05-18,8005,Social,343.57,20802,308,USD,2026-08-15T12:00:00+00:00
4000240,2025-05-19,8005,Social,265.94,5010,520,USD,2026-08-15T12:00:00+00:00
4000241,2025-05-20,8005,Social,225.45,46212,1561,USD,2026-08-15T12:00:00+00:00
4000242,2025-05-21,8005,Social,474.41,8743,1864,USD,2026-08-15T12:00:00+00:00
4000243,2025-05-22,8005,Social,508.53,19119,1311,USD,2026-08-15T12:00:00+00:00
4000244,2025-05-23,8005,Social,169.42,28713,259,USD,2026-08-15T12:00:00+00:00
4000245,2025-05-24,8005,Social,594.71,32765,1784,USD,2026-08-15T12:00:00+00:00
4000246,2026-02-03,8006,Affiliate,67.12,26563,465,USD,2026-08-15T12:00:00+00:00
4000247,2026-02-04,8006,Affiliate,47.01,14357,1633,USD,2026-08-15T12:00:00+00:00
4000248,2026-02-05,8006,Affiliate,78.38,29382,527,USD,2026-08-15T12:00:00+00:00
4000249,2026-02-06,8006,Affiliate,35.75,11559,1742,USD,2026-08-15T12:00:00+00:00
4000250,2026-02-07,8006,Affiliate,11.29,39986,23,USD,2026-08-15T12:00:00+00:00
4000251,2026-02-08,8006,Affiliate,29.7,18419,1332,USD,2026-08-15T12:00:00+00:00
4000252,2026-02-09,8006,Affiliate,76.94,44269,1698,USD,2026-08-15T12:00:00+00:00
4000253,2026-02-10,8006,Affiliate,20.02,21462,1264,USD,2026-08-15T12:00:00+00:00
4000254,2026-02-11,8006,Affiliate,83.08,16294,840,USD,2026-08-15T12:00:00+00:00
4000255,2026-02-12,8006,Affiliate,54.15,39363,1917,USD,2026-08-15T12:00:00+00:00
4000256,2026-02-13,8006,Affiliate,28.43,45647,1093,USD,2026-08-15T12:00:00+00:00
4000257,2026-02-14,8006,Affiliate,39.05,13856,157,USD,2026-08-15T12:00:00+00:00
4000258,2026-02-15,8006,Affiliate,76.88,18159,123,USD,2026-08-15T12:00:00+00:00
4000259,2026-02-16,8006,Affiliate,25.32,35326,752,USD,2026-08-15T12:00:00+00:00
4000260,2026-02-17,8006,Affiliate,40.99,13424,1398,USD,2026-08-15T12:00:00+00:00
4000261,2026-02-18,8006,Affiliate,54.67,32506,1401,USD,2026-08-15T12:00:00+00:00
4000262,2026-02-19,8006,Affiliate,54.03,35980,259,USD,2026-08-15T12:00:00+00:00
4000263,2026-02-20,8006,Affiliate,40.42,3592,779,USD,2026-08-15T12:00:00+00:00
4000264,2026-02-21,8006,Affiliate,50.8,11383,122,USD,2026-08-15T12:00:00+00:00
4000265,2026-02-22,8006,Affiliate,80.48,31390,922,USD,2026-08-15T12:00:00+00:00
4000266,2026-02-23,8006,Affiliate,66.69,47571,1747,USD,2026-08-15T12:00:00+00:00
4000267,2026-02-24,8006,Affiliate,14.24,17171,388,USD,2026-08-15T12:00:00+00:00
4000268,2026-02-25,8006,Affiliate,22.5,44958,143,USD,2026-08-15T12:00:00+00:00
4000269,2026-02-26,8006,Affiliate,35.33,15484,1100,USD,2026-08-15T12:00:00+00:00
4000270,2026-02-27,8006,Affiliate,60.08,35222,530,USD,2026-08-15T12:00:00+00:00
4000271,2026-02-28,8006,Affiliate,72.85,12870,1246,USD,2026-08-15T12:00:00+00:00
4000272,2026-03-01,8006,Affiliate,76.47,19554,1828,USD,2026-08-15T12:00:00+00:00
4000273,2026-03-02,8006,Affiliate,48.19,48114,1092,USD,2026-08-15T12:00:00+00:00
4000274,2026-03-03,8006,Affiliate,68.42,43004,105,USD,2026-08-15T12:00:00+00:00
4000275,2026-03-04,8006,Affiliate,64.93,37659,690,USD,2026-08-15T12:00:00+00:00
4000276,2026-03-05,8006,Affiliate,55.11,35551,167,USD,2026-08-15T12:00:00+00:00
4000277,2026-03-06,8006,Affiliate,70.58,32368,385,USD,2026-08-15T12:00:00+00:00
4000278,2026-03-07,8006,Affiliate,54.75,13762,1069,USD,2026-08-15T12:00:00+00:00
4000279,2026-03-08,8006,Affiliate,10.02,26774,85,USD,2026-08-15T12:00:00+00:00
4000280,2026-03-09,8006,Affiliate,16.61,22111,542,USD,2026-08-15T12:00:00+00:00
4000281,2026-03-10,8006,Affiliate,47.99,42358,639,USD,2026-08-15T12:00:00+00:00
4000282,2026-03-11,8006,Affiliate,52.41,10639,620,USD,2026-08-15T12:00:00+00:00
4000283,2026-03-12,8006,Affiliate,44.28,49694,126,USD,2026-08-15T12:00:00+00:00
4000284,2026-03-13,8006,Affiliate,18.85,22264,1499,USD,2026-08-15T12:00:00+00:00
4000285,2026-03-14,8006,Affiliate,28.27,3838,1445,USD,2026-08-15T12:00:00+00:00
4000286,2026-03-15,8006,Affiliate,74.18,36696,619,USD,2026-08-15T12:00:00+00:00
