sales_key,order_item_id,order_id,order_number,order_date_key,customer_key,product_key,store_key,employee_key,promotion_key,channel_key,quantity,gross_sales_amount,discount_amount,net_sales_amount,tax_amount,unit_cost_amount,cost_of_goods_sold,gross_profit_amount,currency_code,load_timestamp_utc,batch_id,source_system
4307149774262498,10000013,9000007,ORD-009000007,20251108,1349015784083648,2233084524616562,61058121,0,1803632588,1804690732,1,27.97,1.4,26.57,2.13,16.93,16.93,9.64,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
238055977576977,10000014,9000007,ORD-009000007,20251108,1349015784083648,8691581070912008,61058121,0,1803632588,1804690732,1,75.41,7.54,67.87,5.43,28.66,28.66,39.21,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
8672398431027217,10000015,9000008,ORD-009000008,20260520,2757805831335922,7782516826468121,304722673,1485370282,0,594711114,1,34.99,0.0,34.99,0.0,13.43,13.43,21.56,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1865899325329871,10000016,9000009,ORD-009000009,20260503,2808670043422653,3032648064728305,172548094,238228206,1803632588,594711114,2,75.14,7.51,67.63,3.38,20.21,40.42,27.21,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5455323143140484,10000017,9000010,ORD-009000010,20250917,1564892274263674,576097166161434,1260600486,1572565631,1963048718,594711114,3,96.72,4.84,91.88,0.0,21.91,65.73,26.15,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3844690212182232,10000018,9000010,ORD-009000010,20250917,1564892274263674,4181652019472531,1260600486,1572565631,1963048718,594711114,2,108.56,5.43,103.13,6.19,33.16,66.32,36.81,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
549070773021562,10000019,9000011,ORD-009000011,20260226,731624427423375,5386981819638820,304722673,0,0,1804690732,1,55.14,0.0,55.14,2.76,29.62,29.62,25.52,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
128176279524799,10000020,9000011,ORD-009000011,20260226,731624427423375,1766611708860200,304722673,0,0,1804690732,1,19.79,0.0,19.79,0.99,12.54,12.54,7.25,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6070571751947619,10000021,9000011,ORD-009000011,20260226,731624427423375,6861065333208789,304722673,0,0,1804690732,1,31.3,0.0,31.3,1.88,15.29,15.29,16.01,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
7573384836529433,10000022,9000012,ORD-009000012,20251004,8006566455282513,7918986721572446,172548094,570015635,1816417506,594711114,1,31.14,1.56,29.58,0.0,16.68,16.68,12.9,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5103424367096973,10000023,9000013,ORD-009000013,20250711,7500354694182940,2147509539509020,61058121,0,0,1804690732,1,56.51,0.0,56.51,3.39,35.78,35.78,20.73,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
963436181598617,10000024,9000014,ORD-009000014,20250313,1463022394098365,7613645851540336,478277131,0,1816417506,1804690732,1,94.96,9.5,85.46,5.13,36.23,36.23,49.23,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5063156090397563,10000025,9000014,ORD-009000014,20250313,1463022394098365,3032648064728305,478277131,0,1816417506,1804690732,1,37.57,1.88,35.69,1.78,20.21,20.21,15.48,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1554086754422300,10000026,9000014,ORD-009000014,20250313,1463022394098365,7782516826468121,478277131,0,1816417506,1804690732,2,69.98,10.5,59.48,4.76,13.43,26.86,32.62,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1480410854746863,10000027,9000015,ORD-009000015,20240308,3144616615472082,7613645851540336,172548094,622601068,1803632588,594711114,2,189.92,18.99,170.93,0.0,36.23,72.46,98.47,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
8031013235356931,10000028,9000016,ORD-009000016,20260605,3478244574355769,3032648064728305,1260600486,0,1803632588,1804690732,1,37.57,1.88,35.69,2.14,20.21,20.21,15.48,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1672377679083605,10000029,9000016,ORD-009000016,20260605,3478244574355769,7409741828878356,1260600486,0,1803632588,1804690732,1,50.46,7.57,42.89,2.57,27.74,27.74,15.15,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
7167348117772599,10000030,9000017,ORD-009000017,20260708,6997281818109721,7613645851540336,1260600486,609360951,0,594711114,1,94.96,0.0,94.96,4.75,36.23,36.23,58.73,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2925285530942922,10000031,9000018,ORD-009000018,20260509,7500354694182940,474492826655179,304722673,1848488672,0,594711114,1,37.63,0.0,37.63,1.88,22.77,22.77,14.86,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2777129048815883,10000032,9000018,ORD-009000018,20260509,7500354694182940,4129016370106678,304722673,1848488672,0,594711114,2,36.3,0.0,36.3,1.81,12.81,25.62,10.68,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3197429687177691,10000033,9000019,ORD-009000019,20260502,7104990232996649,7782516826468121,478277131,0,1963048718,1804690732,2,69.98,7.0,62.98,3.15,13.43,26.86,36.12,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1571463101125975,10000034,9000020,ORD-009000020,20260207,7225283174107840,4164323111342627,478277131,19658864,1963048718,594711114,1,72.76,7.28,65.48,0.0,27.25,27.25,38.23,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4217818103649320,10000035,9000020,ORD-009000020,20260207,7225283174107840,6327175657987570,478277131,19658864,1963048718,594711114,3,158.7,7.93,150.77,9.05,20.3,60.9,89.87,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6415619099569765,10000036,9000021,ORD-009000021,20250911,2409169931534460,8691581070912008,1260600486,0,0,1804690732,3,226.23,0.0,226.23,13.57,28.66,85.98,140.25,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3838205815644215,10000037,9000021,ORD-009000021,20250911,2409169931534460,7409741828878356,1260600486,0,0,1804690732,1,50.46,0.0,50.46,3.03,27.74,27.74,22.72,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4713793262054221,10000038,9000022,ORD-009000022,20260520,794977933153845,4416817951113276,478277131,1576146963,0,594711114,1,17.69,0.0,17.69,0.0,11.26,11.26,6.43,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3359288901238801,10000039,9000022,ORD-009000022,20260520,794977933153845,1766611708860200,478277131,1576146963,0,594711114,1,19.79,0.0,19.79,0.0,12.54,12.54,7.25,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
7906006071856166,10000040,9000022,ORD-009000022,20260520,794977933153845,8691581070912008,478277131,1576146963,0,594711114,4,301.64,0.0,301.64,24.13,28.66,114.64,187.0,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1748187030877757,10000041,9000023,ORD-009000023,20240613,2726281251948809,1766611708860200,304722673,765552334,0,594711114,2,39.58,0.0,39.58,0.0,12.54,25.08,14.5,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5055573380104664,10000042,9000024,ORD-009000024,20250411,7458558497773169,2233084524616562,304722673,0,0,1804690732,2,55.94,0.0,55.94,0.0,16.93,33.86,22.08,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5261016114047923,10000043,9000024,ORD-009000024,20250411,7458558497773169,5154982643078032,304722673,0,0,1804690732,1,33.78,0.0,33.78,1.69,21.73,21.73,12.05,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2828685842724735,10000044,9000024,ORD-009000024,20250411,7458558497773169,6470234594172962,304722673,0,0,1804690732,1,36.17,0.0,36.17,2.89,18.38,18.38,17.79,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6249828398260959,10000045,9000025,ORD-009000025,20240204,2726281251948809,6861065333208789,172548094,0,1963048718,1804690732,1,31.3,1.57,29.73,1.49,15.29,15.29,14.44,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
7843815831842585,10000046,9000026,ORD-009000026,20250721,11115131758355,6327175657987570,1260600486,0,0,1804690732,1,52.9,0.0,52.9,2.65,20.3,20.3,32.6,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6543590342918878,10000047,9000027,ORD-009000027,20240204,3899956267246929,4181652019472531,1260600486,253917679,1816417506,594711114,3,162.84,24.43,138.41,0.0,33.16,99.48,38.93,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
8427406021630025,10000048,9000027,ORD-009000027,20240204,3899956267246929,6470234594172962,1260600486,253917679,1816417506,594711114,1,36.17,5.43,30.74,1.54,18.38,18.38,12.36,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2628299965582593,10000049,9000028,ORD-009000028,20260714,8372406203120246,4549899389918930,478277131,0,0,1804690732,2,97.34,0.0,97.34,7.79,34.72,69.44,27.9,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4696651696635861,10000050,9000028,ORD-009000028,20260714,8372406203120246,4129016370106678,478277131,0,0,1804690732,1,18.15,0.0,18.15,1.09,12.81,12.81,5.34,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2628482999540765,10000051,9000028,ORD-009000028,20260714,8372406203120246,6470234594172962,478277131,0,0,1804690732,1,36.17,0.0,36.17,1.81,18.38,18.38,17.79,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
8427528467895182,10000052,9000028,ORD-009000028,20260714,8372406203120246,4416817951113276,478277131,0,0,1804690732,1,17.69,0.0,17.69,0.0,11.26,11.26,6.43,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2154883590808828,10000053,9000029,ORD-009000029,20260402,794977933153845,3246278552185507,172548094,1499355545,1963048718,594711114,1,21.47,3.22,18.25,0.0,7.82,7.82,10.43,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1878698575441448,10000054,9000030,ORD-009000030,20250802,3131118517250449,4549899389918930,61058121,0,1816417506,1804690732,1,48.67,4.87,43.8,3.5,34.72,34.72,9.08,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4212731607326497,10000055,9000030,ORD-009000030,20250802,3131118517250449,7409741828878356,61058121,0,1816417506,1804690732,3,151.38,22.71,128.67,10.29,27.74,83.22,45.45,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5841318419694108,10000056,9000030,ORD-009000030,20250802,3131118517250449,6327175657987570,61058121,0,1816417506,1804690732,1,52.9,5.29,47.61,2.86,20.3,20.3,27.31,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4426639682457570,10000057,9000030,ORD-009000030,20250802,3131118517250449,1766611708860200,61058121,0,1816417506,1804690732,2,39.58,1.98,37.6,0.0,12.54,25.08,12.52,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6839072761457783,10000058,9000031,ORD-009000031,20240420,8817168331941856,474492826655179,478277131,1576146963,0,594711114,1,37.63,0.0,37.63,0.0,22.77,22.77,14.86,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
8881088695995111,10000059,9000032,ORD-009000032,20260722,6997281818109721,5386981819638820,304722673,0,1816417506,1804690732,1,55.14,5.51,49.63,0.0,29.62,29.62,20.01,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6805647262073888,10000060,9000032,ORD-009000032,20260722,6997281818109721,3716282090193685,304722673,0,1816417506,1804690732,1,84.25,12.64,71.61,4.3,32.51,32.51,39.1,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2367405258702239,10000061,9000032,ORD-009000032,20260722,6997281818109721,576097166161434,304722673,0,1816417506,1804690732,1,32.24,1.61,30.63,1.84,21.91,21.91,8.72,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3057080085172329,10000062,9000032,ORD-009000032,20260722,6997281818109721,6861065333208789,304722673,0,1816417506,1804690732,2,62.6,9.39,53.21,3.19,15.29,30.58,22.63,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
7097448454402493,10000063,9000033,ORD-009000033,20260228,2757805831335922,7782516826468121,61058121,0,1803632588,1804690732,1,34.99,5.25,29.74,2.38,13.43,13.43,16.31,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5761452197084515,10000064,9000033,ORD-009000033,20260228,2757805831335922,3032648064728305,61058121,0,1803632588,1804690732,1,37.57,5.64,31.93,1.6,20.21,20.21,11.72,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
518922178809195,10000065,9000034,ORD-009000034,20240921,7458558497773169,7782516826468121,172548094,0,1963048718,1804690732,2,69.98,10.5,59.48,2.97,13.43,26.86,32.62,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5684072591955751,10000066,9000034,ORD-009000034,20240921,7458558497773169,7409741828878356,172548094,0,1963048718,1804690732,1,50.46,7.57,42.89,3.43,27.74,27.74,15.15,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3028952377062953,10000067,9000035,ORD-009000035,20250905,1789297717188187,2147509539509020,478277131,0,0,1804690732,1,56.51,0.0,56.51,2.83,35.78,35.78,20.73,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4868168368253656,10000068,9000036,ORD-009000036,20250125,3131118517250449,7664493151913903,172548094,622601068,1803632588,594711114,1,38.33,3.83,34.5,2.76,17.8,17.8,16.7,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6396895317278289,10000069,9000036,ORD-009000036,20250125,3131118517250449,1766611708860200,172548094,622601068,1803632588,594711114,1,19.79,2.97,16.82,1.35,12.54,12.54,4.28,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
8368925155311149,10000070,9000037,ORD-009000037,20260718,2409169931534460,4549899389918930,61058121,120292384,1963048718,594711114,1,48.67,4.87,43.8,2.63,34.72,34.72,9.08,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4853740194262867,10000071,9000037,ORD-009000037,20260718,2409169931534460,4604252301016453,61058121,120292384,1963048718,594711114,2,65.16,9.77,55.39,2.77,17.78,35.56,19.83,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
363201101579122,10000072,9000038,ORD-009000038,20260527,7884962455242156,4164323111342627,304722673,1485370282,0,594711114,3,218.28,0.0,218.28,0.0,27.25,81.75,136.53,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3812108672976193,10000073,9000038,ORD-009000038,20260527,7884962455242156,1766611708860200,304722673,1485370282,0,594711114,1,19.79,0.0,19.79,1.58,12.54,12.54,7.25,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1413873546615739,10000074,9000038,ORD-009000038,20260527,7884962455242156,7918986721572446,304722673,1485370282,0,594711114,2,62.28,0.0,62.28,3.11,16.68,33.36,28.92,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2619864854858343,10000075,9000039,ORD-009000039,20260530,2557867901969331,7664493151913903,1260600486,1570779588,1963048718,594711114,1,38.33,3.83,34.5,1.73,17.8,17.8,16.7,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4454213651365268,10000076,9000040,ORD-009000040,20251116,3026491895390511,7613645851540336,304722673,0,1803632588,1804690732,2,189.92,28.49,161.43,9.69,36.23,72.46,88.97,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6192702241367091,10000077,9000040,ORD-009000040,20251116,3026491895390511,3246278552185507,304722673,0,1803632588,1804690732,1,21.47,1.07,20.4,0.0,7.82,7.82,12.58,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4531519319348429,10000078,9000040,ORD-009000040,20251116,3026491895390511,4181652019472531,304722673,0,1803632588,1804690732,1,54.28,8.14,46.14,2.31,33.16,33.16,12.98,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3948451242244162,10000079,9000041,ORD-009000041,20260606,2808670043422653,386796752073287,61058121,0,0,1804690732,2,270.92,0.0,270.92,0.0,58.61,117.22,153.7,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5819547994425123,10000080,9000042,ORD-009000042,20260211,3229332174784763,5386981819638820,61058121,1324304037,1963048718,594711114,1,55.14,5.51,49.63,2.98,29.62,29.62,20.01,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5797250843641162,10000081,9000043,ORD-009000043,20251014,2067625431330998,3032648064728305,304722673,0,1816417506,1804690732,2,75.14,7.51,67.63,4.06,20.21,40.42,27.21,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2006132015098162,10000082,9000043,ORD-009000043,20251014,2067625431330998,3966191321720857,304722673,0,1816417506,1804690732,1,140.14,14.01,126.13,0.0,69.19,69.19,56.94,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6610198019131043,10000083,9000043,ORD-009000043,20251014,2067625431330998,3716282090193685,304722673,0,1816417506,1804690732,1,84.25,12.64,71.61,3.58,32.51,32.51,39.1,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
815472457465946,10000084,9000043,ORD-009000043,20251014,2067625431330998,4164323111342627,304722673,0,1816417506,1804690732,2,145.52,7.28,138.24,0.0,27.25,54.5,83.74,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3189004947220623,10000085,9000044,ORD-009000044,20250409,7843084264826599,3966191321720857,172548094,622601068,1963048718,594711114,2,280.28,28.03,252.25,0.0,69.19,138.38,113.87,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1981216890569711,10000086,9000044,ORD-009000044,20250409,7843084264826599,2147509539509020,172548094,622601068,1963048718,594711114,2,113.02,16.95,96.07,4.8,35.78,71.56,24.51,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
742881623675558,10000087,9000044,ORD-009000044,20250409,7843084264826599,1766611708860200,172548094,622601068,1963048718,594711114,1,19.79,2.97,16.82,1.35,12.54,12.54,4.28,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4619947569056632,10000088,9000045,ORD-009000045,20251108,7225283174107840,4164323111342627,172548094,0,0,1804690732,1,72.76,0.0,72.76,4.37,27.25,27.25,45.51,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1589672102533388,10000089,9000045,ORD-009000045,20251108,7225283174107840,3966191321720857,172548094,0,0,1804690732,1,140.14,0.0,140.14,11.21,69.19,69.19,70.95,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3246966885058717,10000090,9000045,ORD-009000045,20251108,7225283174107840,3032648064728305,172548094,0,0,1804690732,1,37.57,0.0,37.57,3.01,20.21,20.21,17.36,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2075838368063943,10000091,9000046,ORD-009000046,20251226,1789297717188187,6470234594172962,61058121,1627569744,0,594711114,1,36.17,0.0,36.17,0.0,18.38,18.38,17.79,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
6875142145270820,10000092,9000046,ORD-009000046,20251226,1789297717188187,1766611708860200,61058121,1627569744,0,594711114,1,19.79,0.0,19.79,0.0,12.54,12.54,7.25,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2057552875945489,10000093,9000046,ORD-009000046,20251226,1789297717188187,3966191321720857,61058121,1627569744,0,594711114,2,280.28,0.0,280.28,16.82,69.19,138.38,141.9,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3338889704849902,10000094,9000046,ORD-009000046,20251226,1789297717188187,7918986721572446,61058121,1627569744,0,594711114,1,31.14,0.0,31.14,2.49,16.68,16.68,14.46,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4896112572675474,10000095,9000047,ORD-009000047,20260415,11115131758355,4181652019472531,61058121,0,0,1804690732,2,108.56,0.0,108.56,6.51,33.16,66.32,42.24,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
4445358921930173,10000096,9000047,ORD-009000047,20260415,11115131758355,7918986721572446,61058121,0,0,1804690732,2,62.28,0.0,62.28,3.74,16.68,33.36,28.92,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2677702288084097,10000097,9000047,ORD-009000047,20260415,11115131758355,386796752073287,61058121,0,0,1804690732,1,135.46,0.0,135.46,8.13,58.61,58.61,76.85,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
3716258148482511,10000098,9000048,ORD-009000048,20260703,7225283174107840,7782516826468121,172548094,238228206,1803632588,594711114,1,34.99,1.75,33.24,0.0,13.43,13.43,19.81,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
5087049574987130,10000099,9000049,ORD-009000049,20260626,6623635678311631,6861065333208789,172548094,1499355545,0,594711114,2,62.6,0.0,62.6,0.0,15.29,30.58,32.02,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
1037477151688185,10000100,9000049,ORD-009000049,20260626,6623635678311631,4181652019472531,172548094,1499355545,0,594711114,1,54.28,0.0,54.28,2.71,33.16,33.16,21.12,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2179338190727578,10000101,9000050,ORD-009000050,20260124,5343910425030456,7664493151913903,1260600486,0,1816417506,1804690732,1,38.33,5.75,32.58,1.63,17.8,17.8,14.78,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
7547696694641010,10000102,9000050,ORD-009000050,20260124,5343910425030456,3246278552185507,1260600486,0,1816417506,1804690732,1,21.47,1.07,20.4,0.0,7.82,7.82,12.58,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
2761313191629546,10000103,9000051,ORD-009000051,20251014,2757805831335922,1766611708860200,1260600486,0,1816417506,1804690732,1,19.79,0.99,18.8,1.13,12.54,12.54,6.26,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,CONFORMED
