web_session_key,session_id,session_date_key,customer_key,campaign_key,channel_key,session_count,duration_seconds,page_view_count,add_to_cart_count,converted_flag,converted_order_id,load_timestamp_utc,batch_id,source_system
4219899248441726,1000018,20250411,0,0,359664538,1,292,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2497177319717353,1000019,20251221,0,0,1179591018,1,30,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2045059883916305,1000020,20250909,0,0,1191153075,1,22,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7997990263139298,1000021,20250303,7856740392028192,973488713,359664538,1,55,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6738857261840649,1000022,20260321,591088753759883,0,1191153075,1,62,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1316194141935982,1000023,20250512,8372406203120246,0,1179591018,1,98,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8747930959110113,1000024,20250608,7500354694182940,1032652094,359664538,1,183,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8134942529887432,1000025,20260213,0,0,359664538,1,81,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
311414243469466,1000026,20250928,8731009255192300,58564176,359664538,1,82,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3638899833401353,1000027,20260502,0,0,854565296,1,196,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7314856721340926,1000028,20260607,0,0,854565296,1,45,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5576155031572363,1000029,20250624,11115131758355,58564176,854565296,1,133,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8004530077586020,1000030,20250302,0,973488713,854565296,1,58,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6252149790637566,1000031,20250826,8817168331941856,0,1191153075,1,94,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6769192830428232,1000032,20250716,0,0,1179591018,1,46,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5472540764967881,1000033,20260730,2726281251948809,591997275,854565296,1,105,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5479345140426127,1000034,20250318,0,591997275,202702072,1,85,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
669001863378300,1000035,20260115,0,0,1191153075,1,25,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8396804771080506,1000036,20250803,0,260443056,854565296,1,24,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5554783543894363,1000037,20260606,0,591997275,854565296,1,32,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7657537561062304,1000038,20250803,0,1288116758,359664538,1,127,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8182956121058202,1000039,20260619,0,0,854565296,1,166,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4053506306990067,1000040,20251001,0,0,202702072,1,344,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5018443478451378,1000041,20250311,0,0,1179591018,1,109,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5541553076423456,1000042,20250511,7092616233756724,0,1179591018,1,91,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6340051819822569,1000043,20260119,591088753759883,1288116758,1597652039,1,44,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4376205878385057,1000044,20250622,3181997951349274,0,1191153075,1,62,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2029772607991347,1000045,20250623,5479743518798183,260443056,359664538,1,55,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6589289588777055,1000046,20250213,3181997951349274,0,1191153075,1,102,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6807793266821709,1000047,20251119,2409169931534460,1288116758,1597652039,1,191,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2952619317789027,1000048,20250811,5479743518798183,942632375,1597652039,1,162,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7007509857472966,1000049,20250614,0,58564176,359664538,1,106,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8401179741804767,1000050,20250714,0,0,1191153075,1,217,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3260320326623567,1000051,20251115,0,1657128491,854565296,1,177,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8031339698216601,1000052,20260227,591088753759883,0,1191153075,1,116,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3301528800595137,1000053,20250425,2726281251948809,1657128491,359664538,1,71,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7975234325780542,1000054,20250804,2409169931534460,1657128491,854565296,1,61,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7754229595125842,1000055,20250101,0,58564176,202702072,1,141,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1109169592643627,1000056,20260104,0,0,1191153075,1,30,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7183717014170328,1000057,20260613,0,1657128491,1597652039,1,87,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1706094447308237,1000058,20260620,2757805831335922,942632375,854565296,1,25,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3613591386387313,1000059,20250929,0,0,359664538,1,123,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5040085099697944,1000060,20250615,2067625431330998,0,1179591018,1,60,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2681988722997868,1000061,20250810,0,1032652094,359664538,1,46,1,1,True,9000006,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4731816040591811,1000062,20250104,7270340442903482,58564176,1597652039,1,195,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
75361622167197,1000063,20250210,0,0,854565296,1,94,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3600548416827334,1000064,20250201,7104990232996649,0,1179591018,1,27,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8534251815666099,1000065,20250421,5479743518798183,0,1179591018,1,73,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
665984449433091,1000066,20260418,4142859620013041,1032652094,359664538,1,70,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
241029896673434,1000067,20260403,0,0,1179591018,1,30,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2555855412685393,1000068,20260623,8417110578117605,973488713,359664538,1,20,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8352546925785034,1000069,20250524,0,260443056,359664538,1,97,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4221621182736413,1000070,20250405,0,0,1191153075,1,118,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5752168067595794,1000071,20250109,0,0,1191153075,1,124,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1275357172432841,1000072,20260727,0,942632375,359664538,1,298,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2185646260834049,1000073,20251024,7270340442903482,973488713,202702072,1,34,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5183160660571462,1000074,20250708,2809224091097357,260443056,202702072,1,85,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6934768388702178,1000075,20260710,2557867901969331,973488713,854565296,1,88,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3978237095940300,1000076,20260413,0,0,854565296,1,35,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7042022533642510,1000077,20251014,0,0,1179591018,1,61,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1680199159275725,1000078,20250407,0,1657128491,1597652039,1,207,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7421942100782814,1000079,20250319,0,0,1191153075,1,33,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6921453439952121,1000080,20251030,0,0,854565296,1,27,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4136949607627391,1000081,20251102,0,973488713,359664538,1,42,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8576805998808484,1000082,20260309,5479743518798183,0,359664538,1,21,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7747207183818169,1000083,20251017,2809224091097357,0,1191153075,1,88,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1466575319618529,1000084,20260703,1564892274263674,1657128491,359664538,1,24,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7892270890285000,1000085,20251104,2804663144207255,942632375,202702072,1,69,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4064032320603814,1000086,20250622,0,0,1179591018,1,57,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2026081944959134,1000087,20260213,0,0,1179591018,1,143,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5304911038095616,1000088,20251013,1463022394098365,942632375,1597652039,1,33,1,1,True,9000186,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1287848203167049,1000089,20260215,5479743518798183,0,1179591018,1,89,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4084819696182500,1000090,20251204,11115131758355,0,1179591018,1,31,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1250453518620199,1000091,20250523,0,591997275,1597652039,1,123,1,1,True,9000191,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1362177663704977,1000092,20260322,7500354694182940,591997275,854565296,1,148,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3800105094435296,1000093,20250222,0,0,1179591018,1,153,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2875441967211929,1000094,20260603,794977933153845,0,1191153075,1,70,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4582267195072901,1000095,20250820,8417110578117605,0,1179591018,1,44,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5256488837536004,1000096,20251208,8817168331941856,942632375,854565296,1,171,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7488818720171728,1000097,20250905,0,0,1191153075,1,107,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2953686949425951,1000098,20260606,0,58564176,1597652039,1,189,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8343922565816080,1000099,20260530,2757805831335922,1657128491,1597652039,1,164,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2561286728790346,1000100,20260609,794977933153845,0,1597652039,1,26,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3594058325514501,1000101,20251120,2809224091097357,973488713,854565296,1,104,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5584952245364244,1000102,20250201,2757805831335922,0,1191153075,1,57,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3241097634573521,1000103,20250625,0,591997275,359664538,1,82,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4688369655658896,1000104,20260319,0,0,1179591018,1,111,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1695014539720053,1000105,20251106,5479743518798183,58564176,854565296,1,123,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3303869187026359,1000106,20260402,0,0,1179591018,1,125,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5771446368684837,1000107,20260214,2557867901969331,0,854565296,1,57,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5793233871388837,1000108,20251005,8731009255192300,1032652094,359664538,1,63,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3349879921040952,1000109,20250917,0,0,1191153075,1,21,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7635753912933038,1000110,20260710,0,0,202702072,1,60,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6144493817533975,1000111,20260421,0,0,1179591018,1,47,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3919370867137520,1000112,20251106,7313078781324406,0,1179591018,1,267,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6202647605035993,1000113,20250507,0,1288116758,854565296,1,18,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8863297948216274,1000114,20250702,0,942632375,854565296,1,136,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1383041395283012,1000115,20260304,7225283174107840,0,1179591018,1,23,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1941263360885464,1000116,20250714,3316308024422010,260443056,1597652039,1,105,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3229442115527451,1000117,20250523,0,0,1191153075,1,41,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1369516470440827,1000118,20250807,0,0,1191153075,1,33,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1890762677398861,1000119,20250913,8731009255192300,0,1191153075,1,124,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3594142804229336,1000120,20260126,7192464170153370,973488713,854565296,1,74,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6955923741609315,1000121,20260220,7500354694182940,0,1191153075,1,446,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1249218420346321,1000122,20260624,5479743518798183,0,359664538,1,163,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6396711311088802,1000123,20251206,2808670043422653,0,202702072,1,41,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3321420466242953,1000124,20250624,0,0,359664538,1,105,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5319061438503885,1000125,20260416,0,260443056,202702072,1,28,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5024217552773223,1000126,20260123,0,0,1179591018,1,57,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5431425805897038,1000127,20250415,1564892274263674,1288116758,359664538,1,59,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2248289449469847,1000128,20250731,2409169931534460,0,1179591018,1,201,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4296823164992472,1000129,20260514,0,0,359664538,1,78,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4554134937390561,1000130,20250804,0,0,1179591018,1,106,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
29425445169536,1000131,20260410,0,0,1191153075,1,195,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2894794066808662,1000132,20250812,0,0,1179591018,1,111,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8202106799119890,1000133,20260703,0,942632375,359664538,1,92,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7781741608261055,1000134,20250720,0,0,1191153075,1,17,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
361170030194398,1000135,20250106,8372406203120246,1288116758,1597652039,1,26,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1613368309283178,1000136,20251005,794977933153845,0,1191153075,1,27,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5944120284028219,1000137,20260419,7500354694182940,0,1191153075,1,178,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7162390848638157,1000138,20250320,0,260443056,854565296,1,99,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1362873383856499,1000139,20260706,0,0,1191153075,1,55,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
33178191487418,1000140,20251017,731624427423375,58564176,854565296,1,65,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6265367824556758,1000141,20260301,6949575208326163,0,854565296,1,68,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7235562114131867,1000142,20260108,0,0,854565296,1,47,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5740437607914719,1000143,20250929,1379634014891341,0,1179591018,1,10,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7569773670224779,1000144,20250425,0,0,202702072,1,76,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2950269383380275,1000145,20260313,4142859620013041,58564176,202702072,1,12,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7221257355541320,1000146,20250424,408753299559953,0,1191153075,1,119,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6974753048892991,1000147,20251118,0,58564176,202702072,1,104,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7813739591124775,1000148,20260214,0,0,1191153075,1,86,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5008993837827030,1000149,20250812,2757805831335922,260443056,854565296,1,69,1,0,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
222183937688347,1000150,20250802,2409169931534460,0,1179591018,1,422,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
565908225323524,1000151,20250507,7856740392028192,1657128491,359664538,1,25,1,1,False,,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
