shipment_key,shipment_id,order_id,ship_date_key,promised_date_key,delivery_date_key,customer_key,store_key,carrier,delivery_days,on_time_flag,shipping_cost,load_timestamp_utc,batch_id,source_system
7245119155523703,30000011,9000025,20240204,20240208,20240205,2726281251948809,172548094,ParcelOne,1,True,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4978336711358594,30000012,9000026,20250723,20250724,20250727,11115131758355,1260600486,ParcelOne,4,False,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5788314950493796,30000013,9000028,20260716,20260718,20260719,8372406203120246,478277131,National Ground,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
525864699689278,30000014,9000030,20250804,20250806,20250807,3131118517250449,61058121,SwiftShip,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7566935591191473,30000015,9000032,20260724,20260727,20260728,6997281818109721,304722673,SwiftShip,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7779569575580812,30000016,9000034,20240921,20240923,20240925,7458558497773169,172548094,SwiftShip,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2414238646092151,30000017,9000035,20250906,20250910,20250908,1789297717188187,478277131,ParcelOne,2,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8201364554432548,30000018,9000040,20251116,20251119,20251119,3026491895390511,304722673,National Ground,3,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
33218956274919,30000019,9000041,20260608,20260608,20260614,2808670043422653,61058121,National Ground,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5223840924206222,30000020,9000043,20251015,20251017,20251016,2067625431330998,304722673,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6922902520348266,30000021,9000045,20251108,20251110,20251114,7225283174107840,172548094,ParcelOne,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1530606211248898,30000022,9000047,20260415,20260417,20260421,11115131758355,61058121,National Ground,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5584999913455036,30000023,9000050,20260125,20260128,20260131,5343910425030456,1260600486,National Ground,6,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7070746891631356,30000024,9000051,20251015,20251018,20251019,2757805831335922,1260600486,National Ground,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5302342698226811,30000025,9000052,20250920,20250924,20250921,2557867901969331,478277131,ParcelOne,1,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3191033833986235,30000026,9000055,20250316,20250317,20250320,731624427423375,1260600486,National Ground,4,False,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
470287268174894,30000027,9000057,20241018,20241021,20241024,8006566455282513,172548094,SwiftShip,6,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4182329119407599,30000028,9000058,20250929,20251001,20251005,7458558497773169,304722673,ParcelOne,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8045056695959004,30000029,9000060,20240723,20240725,20240727,1379634014891341,478277131,National Ground,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7367249507427676,30000030,9000061,20260306,20260307,20260312,794977933153845,61058121,ParcelOne,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8975647547719279,30000031,9000063,20250406,20250408,20250407,8372406203120246,1260600486,National Ground,1,True,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
653425468253460,30000032,9000065,20250417,20250420,20250420,2818642453153213,172548094,National Ground,3,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8749964792648717,30000033,9000066,20250815,20250819,20250816,8817168331941856,172548094,ParcelOne,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2193533206023404,30000034,9000069,20250530,20250601,20250601,794977933153845,304722673,National Ground,2,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
9002933296524123,30000035,9000070,20260119,20260123,20260121,794977933153845,61058121,National Ground,2,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1414559424302706,30000036,9000071,20250421,20250424,20250425,8731009255192300,478277131,SwiftShip,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
893390289743737,30000037,9000073,20260210,20260212,20260211,2757805831335922,61058121,National Ground,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4292425636724113,30000038,9000074,20250909,20250912,20250911,8731009255192300,304722673,SwiftShip,2,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6219499899173146,30000039,9000075,20260726,20260729,20260727,7184689625878381,61058121,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7697669540551895,30000040,9000076,20250715,20250718,20250716,3478244574355769,304722673,National Ground,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3555916831033464,30000041,9000078,20250702,20250704,20250706,1349015784083648,61058121,National Ground,4,False,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4580669213351994,30000042,9000079,20241224,20241225,20241225,11115131758355,304722673,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2283940659258417,30000043,9000083,20260527,20260531,20260602,794977933153845,304722673,National Ground,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4533835731511321,30000044,9000084,20260606,20260609,20260612,2067625431330998,478277131,SwiftShip,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2979962188061520,30000045,9000085,20240622,20240624,20240624,3144616615472082,172548094,National Ground,2,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8287188945257267,30000046,9000086,20250618,20250619,20250621,8417110578117605,478277131,SwiftShip,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3588977914363752,30000047,9000087,20250515,20250516,20250518,3131118517250449,304722673,SwiftShip,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2646163566143503,30000048,9000088,20260705,20260707,20260711,7184689625878381,478277131,National Ground,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5149201991609174,30000049,9000091,20260419,20260422,20260421,1789297717188187,61058121,ParcelOne,2,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1866105165327910,30000050,9000093,20250802,20250803,20250806,3316308024422010,172548094,SwiftShip,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2771476007582206,30000051,9000097,20240724,20240724,20240726,3229332174784763,172548094,ParcelOne,2,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7806841922951618,30000052,9000098,20260107,20260107,20260111,7225283174107840,61058121,SwiftShip,4,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4762678697392182,30000053,9000099,20260622,20260624,20260625,794977933153845,478277131,SwiftShip,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6219424867774700,30000054,9000100,20240930,20241001,20241001,408753299559953,304722673,ParcelOne,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4251293778659955,30000055,9000102,20250319,20250320,20250322,5479743518798183,304722673,SwiftShip,3,False,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2194042004024194,30000056,9000103,20260201,20260204,20260207,7500354694182940,478277131,ParcelOne,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3997015182866736,30000057,9000104,20250614,20250615,20250617,2818642453153213,61058121,ParcelOne,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4448765296852842,30000058,9000105,20251022,20251024,20251023,7270340442903482,1260600486,ParcelOne,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2630547446316742,30000059,9000107,20251008,20251009,20251011,8731009255192300,61058121,ParcelOne,3,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3481791185179365,30000060,9000108,20260712,20260715,20260718,8768151730083005,304722673,SwiftShip,6,False,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2231923731661225,30000061,9000109,20260708,20260711,20260714,7184689625878381,1260600486,National Ground,6,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
645618537121721,30000062,9000111,20260623,20260626,20260626,6949575208326163,478277131,SwiftShip,3,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5950684316113497,30000063,9000113,20260220,20260222,20260223,7500354694182940,478277131,ParcelOne,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8477942679260216,30000064,9000114,20250930,20251002,20251006,7225283174107840,304722673,SwiftShip,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4942705385453799,30000065,9000115,20251019,20251022,20251020,5479743518798183,478277131,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3627130950549985,30000066,9000120,20260622,20260623,20260623,7192464170153370,478277131,SwiftShip,1,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
379177831503681,30000067,9000122,20260730,20260804,20260805,4142859620013041,172548094,National Ground,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7360652502107124,30000068,9000123,20240601,20240604,20240605,7092616233756724,1260600486,National Ground,4,False,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6281451328759884,30000069,9000126,20251222,20251226,20251223,5046657678793971,304722673,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6720444067480093,30000070,9000128,20260722,20260726,20260723,6623635678311631,61058121,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6566641600574152,30000071,9000129,20260412,20260415,20260415,7104990232996649,172548094,SwiftShip,3,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8130771481010270,30000072,9000130,20251231,20260102,20260106,3144616615472082,304722673,SwiftShip,6,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
64399440744543,30000073,9000131,20250418,20250421,20250420,8006566455282513,61058121,National Ground,2,True,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3529278047415469,30000074,9000136,20240606,20240611,20240610,7313078781324406,478277131,ParcelOne,4,True,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7597345695656479,30000075,9000137,20250521,20250521,20250524,4142859620013041,304722673,ParcelOne,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6413020992635325,30000076,9000138,20250315,20250319,20250317,11115131758355,478277131,ParcelOne,2,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1017994348398231,30000077,9000144,20260716,20260719,20260722,2078354742369138,61058121,SwiftShip,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5329016385141568,30000078,9000150,20250130,20250202,20250202,3478244574355769,172548094,SwiftShip,3,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1724030596495178,30000079,9000151,20251027,20251029,20251028,2557867901969331,1260600486,National Ground,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3059769390476484,30000080,9000153,20250515,20250517,20250516,3181997951349274,478277131,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1637632233306380,30000081,9000155,20260209,20260212,20260211,2757805831335922,172548094,National Ground,2,True,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8832802845039663,30000082,9000156,20260101,20260103,20260104,7192464170153370,61058121,SwiftShip,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2647320279906531,30000083,9000160,20241211,20241216,20241214,8817168331941856,1260600486,SwiftShip,3,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2574988405542443,30000084,9000162,20260716,20260720,20260720,2808670043422653,478277131,SwiftShip,4,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
99605242835165,30000085,9000164,20260519,20260520,20260523,2808670043422653,304722673,SwiftShip,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3966416311818341,30000086,9000166,20250807,20250810,20250808,794977933153845,172548094,ParcelOne,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8023531569214920,30000087,9000167,20260429,20260501,20260430,591088753759883,61058121,SwiftShip,1,True,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6096881366602906,30000088,9000168,20260704,20260707,20260705,7184689625878381,1260600486,National Ground,1,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5513718476666016,30000089,9000169,20251110,20251113,20251116,7884962455242156,172548094,National Ground,6,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
8194018185403404,30000090,9000170,20260425,20260427,20260501,1789297717188187,304722673,ParcelOne,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4736923549137992,30000091,9000173,20241023,20241025,20241025,7313078781324406,172548094,SwiftShip,2,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
7384841875833113,30000092,9000174,20241012,20241013,20241016,8817168331941856,304722673,ParcelOne,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1756414550177219,30000093,9000175,20260313,20260315,20260319,4566388876505702,172548094,SwiftShip,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1212793005963679,30000094,9000176,20260329,20260403,20260330,2757805831335922,172548094,ParcelOne,1,True,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4886143818574100,30000095,9000179,20260512,20260515,20260514,2818642453153213,478277131,SwiftShip,2,True,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6614937844913343,30000096,9000181,20260714,20260716,20260717,591088753759883,304722673,SwiftShip,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5833560275698137,30000097,9000183,20251020,20251020,20251024,731624427423375,1260600486,ParcelOne,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2838516256990437,30000098,9000184,20250719,20250721,20250725,5479743518798183,61058121,National Ground,6,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5187682926477639,30000099,9000185,20260502,20260507,20260506,2804663144207255,172548094,SwiftShip,4,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4806704696420452,30000100,9000186,20260719,20260720,20260723,1789297717188187,304722673,ParcelOne,4,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2050559311203810,30000101,9000187,20241210,20241213,20241211,7843084264826599,61058121,National Ground,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2677290303436004,30000102,9000188,20240602,20240604,20240606,7092616233756724,1260600486,ParcelOne,4,False,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
4585817753593644,30000103,9000189,20260722,20260723,20260724,4825638724253484,478277131,SwiftShip,2,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
2780515154434129,30000104,9000191,20260715,20260719,20260718,7184689625878381,304722673,SwiftShip,3,True,7.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
6067180769287250,30000105,9000193,20251210,20251210,20251213,3478244574355769,304722673,SwiftShip,3,False,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
5275698938343424,30000106,9000194,20250521,20250523,20250522,5046657678793971,1260600486,SwiftShip,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1208829467250628,30000107,9000197,20260627,20260628,20260630,7500354694182940,1260600486,SwiftShip,3,False,9.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
3707232400661800,30000108,9000199,20260706,20260709,20260707,7184689625878381,1260600486,ParcelOne,1,True,4.99,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
1562740326513825,30000109,9000200,20260720,20260721,20260721,1789297717188187,304722673,National Ground,1,True,0.0,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,SQLSERVER_ERP
