marketing_spend_key,spend_date_key,campaign_key,channel_key,spend_amount,impressions,clicks,currency_code,load_timestamp_utc,batch_id,source_system
2148148580164221,20250427,973488713,854565296,499.69,46186,109,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6678221119237322,20250428,591997275,359664538,45.76,40376,980,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7493655234401589,20250428,973488713,854565296,288.56,16962,122,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8146404134908763,20250429,591997275,359664538,226.04,47348,1603,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4750066471085278,20250429,973488713,854565296,621.58,37967,1588,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2351917914789193,20250430,591997275,359664538,405.5,28065,884,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
678551246888385,20250430,973488713,854565296,577.41,5309,1335,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2661248005877688,20250501,591997275,359664538,215.26,22834,1516,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3433519311592411,20250501,973488713,854565296,205.79,42748,83,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6781714461631852,20250502,591997275,359664538,48.91,39815,1834,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
662630058345424,20250502,973488713,854565296,133.63,27255,804,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1660428558862134,20250503,591997275,359664538,12.5,17179,306,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2967256839333222,20250503,973488713,854565296,639.54,33608,1669,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
380575782698422,20250504,591997275,359664538,314.19,49721,699,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5622551595223295,20250504,973488713,854565296,336.72,27829,643,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6082774503358450,20250505,591997275,359664538,97.21,41038,1517,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2035620472117943,20250505,973488713,854565296,314.13,27128,1781,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7625025638446214,20250506,591997275,359664538,188.52,18295,1434,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7521483135948956,20250506,973488713,854565296,596.56,1343,660,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
729720014742094,20250507,973488713,854565296,328.99,15603,542,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4632091915833717,20250507,1288116758,359664538,678.82,3375,1727,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4576715417480876,20250508,973488713,854565296,664.36,14773,996,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
503431768243228,20250508,1288116758,359664538,66.8,8228,217,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4164005151919078,20250509,973488713,854565296,581.5,36441,207,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2330743159754744,20250509,1288116758,359664538,318.5,33645,133,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1067863476153600,20250510,973488713,854565296,377.52,33372,1305,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6145322112071844,20250510,1288116758,359664538,350.54,24890,474,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1081700251830078,20250511,973488713,854565296,609.97,43008,313,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4076405863586334,20250511,1288116758,359664538,499.4,35143,560,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7882052085757500,20250512,973488713,854565296,709.27,17213,493,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7500563988649679,20250512,1288116758,359664538,26.71,586,1354,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3743145250116200,20250513,973488713,854565296,691.49,22295,1497,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5644682894119332,20250513,1288116758,359664538,416.97,11410,529,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6774178673683011,20250514,973488713,854565296,199.2,38989,1134,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1620906003991801,20250514,1288116758,359664538,145.01,36229,1573,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8786915084514746,20250515,973488713,854565296,608.23,6902,49,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1792280920051694,20250515,1288116758,359664538,177.32,6716,1569,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6128099385645148,20250516,973488713,854565296,526.0,37329,547,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3833789641946367,20250516,1288116758,359664538,267.5,36549,1320,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3101086686851781,20250517,973488713,854565296,185.28,15919,249,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
231834005958649,20250517,1288116758,359664538,195.93,15523,1224,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3028628466806430,20250518,973488713,854565296,343.57,20802,308,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3355803900432746,20250518,1288116758,359664538,372.41,27807,963,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2179471533840689,20250519,973488713,854565296,265.94,5010,520,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2419297548366535,20250519,1288116758,359664538,181.3,12593,1106,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
212180304255996,20250520,973488713,854565296,225.45,46212,1561,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8046906746253574,20250520,1288116758,359664538,246.55,9386,570,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1707951714439734,20250521,973488713,854565296,474.41,8743,1864,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2435482787756341,20250521,1288116758,359664538,346.12,29455,1203,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3184613917397817,20250522,973488713,854565296,508.53,19119,1311,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1116503939155434,20250522,1288116758,359664538,19.02,19466,207,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
814980034822744,20250523,973488713,854565296,169.42,28713,259,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2024681426221525,20250523,1288116758,359664538,659.29,16406,498,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2091588232734417,20250524,973488713,854565296,594.71,32765,1784,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4491283762924251,20250524,1288116758,359664538,78.89,42502,1509,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8834577994343167,20250525,1288116758,359664538,691.56,3909,1844,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
684305296169025,20250526,1288116758,359664538,629.78,43123,1415,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7366353308614290,20250527,1288116758,359664538,390.65,9922,791,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
415021815859731,20250528,1288116758,359664538,403.24,27282,1408,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5500217323965940,20250529,1288116758,359664538,486.93,34312,881,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6984303284084548,20250530,1288116758,359664538,136.6,9854,77,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4435824163476019,20250531,1288116758,359664538,229.19,45620,863,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
498340681410649,20250601,1288116758,359664538,316.24,1997,1975,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2229203428404217,20250602,1288116758,359664538,539.59,44800,1853,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3426069750729768,20250603,1288116758,359664538,157.17,42830,996,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
83283375053702,20250604,1288116758,359664538,640.15,8713,747,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1032065026483400,20250605,1288116758,359664538,649.61,22019,124,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6356345224072845,20250606,1288116758,359664538,621.52,5025,1944,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6038517616041851,20250607,1288116758,359664538,150.21,3409,725,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5401944938798573,20250608,1288116758,359664538,404.05,26280,1177,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2644548478342720,20250609,1288116758,359664538,680.63,33510,279,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8312906252086704,20250610,1288116758,359664538,49.23,15894,874,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5201788830442420,20250611,1288116758,359664538,138.14,1517,203,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6312324973114402,20250612,1288116758,359664538,637.65,23454,881,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2875040244604982,20250613,1288116758,359664538,163.62,32230,420,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
897560472609955,20250614,1288116758,359664538,65.64,31261,730,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7215196477102039,20250615,1288116758,359664538,463.55,37745,591,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5931401959295421,20250616,1288116758,359664538,693.57,31312,109,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8390493160083607,20250617,1288116758,359664538,307.97,30955,813,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2961987311920647,20250618,1288116758,359664538,594.5,11030,283,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6586669409581370,20250619,1288116758,359664538,303.41,6521,770,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7648898163236011,20250620,1288116758,359664538,671.9,43986,102,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5599269231614654,20250621,1288116758,359664538,593.23,39817,1556,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6974545612022745,20251002,1032652094,1597652039,678.34,25257,1259,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7097812357193962,20251003,1032652094,1597652039,380.21,23296,1944,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5928854274906646,20251004,1032652094,1597652039,89.67,37515,819,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7828546538723470,20251005,1032652094,1597652039,373.15,32735,781,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3115663545710361,20251006,1032652094,1597652039,834.41,39611,397,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7665743755740152,20251007,1032652094,1597652039,512.07,33445,446,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3746693837661554,20251008,1032652094,1597652039,61.82,26056,1208,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8906889109389758,20251009,1032652094,1597652039,695.14,38483,95,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3566247244834042,20251010,1032652094,1597652039,154.05,795,788,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
8748328731934819,20251011,1032652094,1597652039,436.05,4937,1925,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
459735796752344,20251012,1032652094,1597652039,380.41,44541,249,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6605955719686994,20251013,1032652094,1597652039,626.68,2886,1690,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5682412103021467,20251014,1032652094,1597652039,582.33,20109,1976,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2466652761336720,20251015,1032652094,1597652039,606.41,39373,1025,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
631586937742028,20251016,1032652094,1597652039,764.96,21681,634,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
7207039263914377,20251017,1032652094,1597652039,633.31,46800,1606,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
305819624684534,20251018,1032652094,1597652039,770.34,22479,512,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1655778153682846,20251019,1032652094,1597652039,512.85,19241,933,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4220362319976041,20251020,1032652094,1597652039,187.62,24168,1008,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
6427867007794178,20251021,1032652094,1597652039,514.13,5696,1985,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
4561930777471908,20251022,1032652094,1597652039,616.7,10093,314,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
5395297890663026,20251023,1032652094,1597652039,711.16,44681,1243,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
2827902059709476,20251024,1032652094,1597652039,669.3,8970,532,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
3528074431016302,20251025,1032652094,1597652039,928.8,49488,1005,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
1252309711845583,20251026,1032652094,1597652039,754.61,48537,295,USD,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,POSTGRES_DIGITAL
