date_key,full_date,day_number,day_name,week_number,month_number,month_name,quarter_number,calendar_year,is_weekend,load_timestamp_utc,batch_id,source_system
20200201,2020-02-01,1,Saturday,5,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200202,2020-02-02,2,Sunday,5,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200203,2020-02-03,3,Monday,6,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200204,2020-02-04,4,Tuesday,6,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200205,2020-02-05,5,Wednesday,6,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200206,2020-02-06,6,Thursday,6,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200207,2020-02-07,7,Friday,6,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200208,2020-02-08,8,Saturday,6,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200209,2020-02-09,9,Sunday,6,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200210,2020-02-10,10,Monday,7,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200211,2020-02-11,11,Tuesday,7,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200212,2020-02-12,12,Wednesday,7,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200213,2020-02-13,13,Thursday,7,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200214,2020-02-14,14,Friday,7,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200215,2020-02-15,15,Saturday,7,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200216,2020-02-16,16,Sunday,7,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200217,2020-02-17,17,Monday,8,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200218,2020-02-18,18,Tuesday,8,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200219,2020-02-19,19,Wednesday,8,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200220,2020-02-20,20,Thursday,8,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200221,2020-02-21,21,Friday,8,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200222,2020-02-22,22,Saturday,8,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200223,2020-02-23,23,Sunday,8,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200224,2020-02-24,24,Monday,9,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200225,2020-02-25,25,Tuesday,9,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200226,2020-02-26,26,Wednesday,9,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200227,2020-02-27,27,Thursday,9,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200228,2020-02-28,28,Friday,9,2,February,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200229,2020-02-29,29,Saturday,9,2,February,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200301,2020-03-01,1,Sunday,9,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200302,2020-03-02,2,Monday,10,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200303,2020-03-03,3,Tuesday,10,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200304,2020-03-04,4,Wednesday,10,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200305,2020-03-05,5,Thursday,10,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200306,2020-03-06,6,Friday,10,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200307,2020-03-07,7,Saturday,10,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200308,2020-03-08,8,Sunday,10,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200309,2020-03-09,9,Monday,11,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200310,2020-03-10,10,Tuesday,11,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200311,2020-03-11,11,Wednesday,11,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200312,2020-03-12,12,Thursday,11,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200313,2020-03-13,13,Friday,11,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200314,2020-03-14,14,Saturday,11,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200315,2020-03-15,15,Sunday,11,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200316,2020-03-16,16,Monday,12,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200317,2020-03-17,17,Tuesday,12,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200318,2020-03-18,18,Wednesday,12,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200319,2020-03-19,19,Thursday,12,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200320,2020-03-20,20,Friday,12,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200321,2020-03-21,21,Saturday,12,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200322,2020-03-22,22,Sunday,12,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200323,2020-03-23,23,Monday,13,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200324,2020-03-24,24,Tuesday,13,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200325,2020-03-25,25,Wednesday,13,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200326,2020-03-26,26,Thursday,13,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200327,2020-03-27,27,Friday,13,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200328,2020-03-28,28,Saturday,13,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200329,2020-03-29,29,Sunday,13,3,March,1,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200330,2020-03-30,30,Monday,14,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200331,2020-03-31,31,Tuesday,14,3,March,1,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200401,2020-04-01,1,Wednesday,14,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200402,2020-04-02,2,Thursday,14,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200403,2020-04-03,3,Friday,14,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200404,2020-04-04,4,Saturday,14,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200405,2020-04-05,5,Sunday,14,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200406,2020-04-06,6,Monday,15,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200407,2020-04-07,7,Tuesday,15,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200408,2020-04-08,8,Wednesday,15,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200409,2020-04-09,9,Thursday,15,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200410,2020-04-10,10,Friday,15,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200411,2020-04-11,11,Saturday,15,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200412,2020-04-12,12,Sunday,15,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200413,2020-04-13,13,Monday,16,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200414,2020-04-14,14,Tuesday,16,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200415,2020-04-15,15,Wednesday,16,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200416,2020-04-16,16,Thursday,16,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200417,2020-04-17,17,Friday,16,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200418,2020-04-18,18,Saturday,16,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200419,2020-04-19,19,Sunday,16,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200420,2020-04-20,20,Monday,17,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200421,2020-04-21,21,Tuesday,17,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200422,2020-04-22,22,Wednesday,17,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200423,2020-04-23,23,Thursday,17,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200424,2020-04-24,24,Friday,17,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200425,2020-04-25,25,Saturday,17,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200426,2020-04-26,26,Sunday,17,4,April,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200427,2020-04-27,27,Monday,18,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200428,2020-04-28,28,Tuesday,18,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200429,2020-04-29,29,Wednesday,18,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200430,2020-04-30,30,Thursday,18,4,April,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200501,2020-05-01,1,Friday,18,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200502,2020-05-02,2,Saturday,18,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200503,2020-05-03,3,Sunday,18,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200504,2020-05-04,4,Monday,19,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200505,2020-05-05,5,Tuesday,19,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200506,2020-05-06,6,Wednesday,19,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200507,2020-05-07,7,Thursday,19,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200508,2020-05-08,8,Friday,19,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200509,2020-05-09,9,Saturday,19,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200510,2020-05-10,10,Sunday,19,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200511,2020-05-11,11,Monday,20,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200512,2020-05-12,12,Tuesday,20,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200513,2020-05-13,13,Wednesday,20,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200514,2020-05-14,14,Thursday,20,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200515,2020-05-15,15,Friday,20,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200516,2020-05-16,16,Saturday,20,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200517,2020-05-17,17,Sunday,20,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200518,2020-05-18,18,Monday,21,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200519,2020-05-19,19,Tuesday,21,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200520,2020-05-20,20,Wednesday,21,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200521,2020-05-21,21,Thursday,21,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200522,2020-05-22,22,Friday,21,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200523,2020-05-23,23,Saturday,21,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200524,2020-05-24,24,Sunday,21,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200525,2020-05-25,25,Monday,22,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200526,2020-05-26,26,Tuesday,22,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200527,2020-05-27,27,Wednesday,22,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200528,2020-05-28,28,Thursday,22,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200529,2020-05-29,29,Friday,22,5,May,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200530,2020-05-30,30,Saturday,22,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200531,2020-05-31,31,Sunday,22,5,May,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200601,2020-06-01,1,Monday,23,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200602,2020-06-02,2,Tuesday,23,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200603,2020-06-03,3,Wednesday,23,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200604,2020-06-04,4,Thursday,23,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200605,2020-06-05,5,Friday,23,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200606,2020-06-06,6,Saturday,23,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200607,2020-06-07,7,Sunday,23,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200608,2020-06-08,8,Monday,24,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200609,2020-06-09,9,Tuesday,24,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200610,2020-06-10,10,Wednesday,24,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200611,2020-06-11,11,Thursday,24,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200612,2020-06-12,12,Friday,24,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200613,2020-06-13,13,Saturday,24,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200614,2020-06-14,14,Sunday,24,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200615,2020-06-15,15,Monday,25,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200616,2020-06-16,16,Tuesday,25,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200617,2020-06-17,17,Wednesday,25,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200618,2020-06-18,18,Thursday,25,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200619,2020-06-19,19,Friday,25,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200620,2020-06-20,20,Saturday,25,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200621,2020-06-21,21,Sunday,25,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200622,2020-06-22,22,Monday,26,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200623,2020-06-23,23,Tuesday,26,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200624,2020-06-24,24,Wednesday,26,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200625,2020-06-25,25,Thursday,26,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200626,2020-06-26,26,Friday,26,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200627,2020-06-27,27,Saturday,26,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200628,2020-06-28,28,Sunday,26,6,June,2,2020,True,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
20200629,2020-06-29,29,Monday,27,6,June,2,2020,False,2026-08-15T12:00:00+00:00,GEN-20260815T120000Z-bcb100dcba34,GENERATED
