order_id,order_number,customer_id,store_id,employee_id,channel_code,order_timestamp,order_status,promotion_code,currency_code,created_at,updated_at
9000133,ORD-009000133,100048,204,319.0,STORE,2026-06-20T13:19:00,COMPLETED,,USD,2026-06-20T13:19:00,2026-08-15T12:00:00
9000134,ORD-009000134,100042,204,309.0,STORE,2026-01-31T13:38:00,SHIPPED,WELCOME10,USD,2026-01-31T13:38:00,2026-08-15T12:00:00
9000135,ORD-009000135,100003,204,314.0,STORE,2025-08-03T17:49:00,COMPLETED,,USD,2025-08-03T17:49:00,2026-08-15T12:00:00
9000136,ORD-009000136,100036,202,,ONLINE,2024-06-06T15:39:00,SHIPPED,WEEKEND15,USD,2024-06-06T15:39:00,2026-08-15T12:00:00
9000137,ORD-009000137,100022,201,,ONLINE,2025-05-19T20:43:00,COMPLETED,WEEKEND15,USD,2025-05-19T20:43:00,2026-08-15T12:00:00
9000138,ORD-009000138,100056,202,,ONLINE,2025-03-14T11:55:00,COMPLETED,,USD,2025-03-14T11:55:00,2026-08-15T12:00:00
9000139,ORD-009000139,100060,205,310.0,STORE,2025-11-26T13:32:00,SHIPPED,,USD,2025-11-26T13:32:00,2026-08-15T12:00:00
9000140,ORD-009000140,100026,204,314.0,STORE,2025-11-11T12:10:00,COMPLETED,,USD,2025-11-11T12:10:00,2026-08-15T12:00:00
9000141,ORD-009000141,100032,205,305.0,STORE,2026-03-23T13:34:00,COMPLETED,WELCOME10,USD,2026-03-23T13:34:00,2026-08-15T12:00:00
9000142,ORD-009000142,100014,203,303.0,STORE,2025-01-19T15:17:00,COMPLETED,WEEKEND15,USD,2025-01-19T15:17:00,2026-08-15T12:00:00
9000143,ORD-009000143,100031,201,311.0,STORE,2026-01-07T12:53:00,COMPLETED,,USD,2026-01-07T12:53:00,2026-08-15T12:00:00
9000144,ORD-009000144,100025,203,,ONLINE,2026-07-15T20:55:00,COMPLETED,FREESHIP,USD,2026-07-15T20:55:00,2026-08-15T12:00:00
9000145,ORD-009000145,100021,204,314.0,STORE,2026-05-03T17:58:00,COMPLETED,FREESHIP,USD,2026-05-03T17:58:00,2026-08-15T12:00:00
9000146,ORD-009000146,100005,205,315.0,STORE,2025-07-04T21:49:00,SHIPPED,WELCOME10,USD,2025-07-04T21:49:00,2026-08-15T12:00:00
9000147,ORD-009000147,100040,203,303.0,STORE,2024-07-21T14:28:00,COMPLETED,,USD,2024-07-21T14:28:00,2026-08-15T12:00:00
9000148,ORD-009000148,100044,201,316.0,STORE,2024-12-06T12:53:00,COMPLETED,WEEKEND15,USD,2024-12-06T12:53:00,2026-08-15T12:00:00
9000149,ORD-009000149,100055,202,317.0,STORE,2026-07-30T16:54:00,SHIPPED,,USD,2026-07-30T16:54:00,2026-08-15T12:00:00
9000150,ORD-009000150,100010,204,,ONLINE,2025-01-29T15:16:00,COMPLETED,,USD,2025-01-29T15:16:00,2026-08-15T12:00:00
9000151,ORD-009000151,100045,205,,ONLINE,2025-10-27T14:51:00,COMPLETED,WEEKEND15,USD,2025-10-27T14:51:00,2026-08-15T12:00:00
9000152,ORD-009000152,100039,202,302.0,STORE,2026-05-27T15:41:00,COMPLETED,,USD,2026-05-27T15:41:00,2026-08-15T12:00:00
9000153,ORD-009000153,100035,202,,ONLINE,2025-05-14T15:22:00,SHIPPED,,USD,2025-05-14T15:22:00,2026-08-15T12:00:00
9000154,ORD-009000154,100051,202,317.0,STORE,2026-04-14T16:33:00,CANCELLED,,USD,2026-04-14T16:33:00,2026-08-15T12:00:00
9000155,ORD-009000155,100058,204,,ONLINE,2026-02-09T17:14:00,COMPLETED,FREESHIP,USD,2026-02-09T17:14:00,2026-08-15T12:00:00
9000156,ORD-009000156,100047,203,,ONLINE,2026-01-01T16:24:00,COMPLETED,,USD,2026-01-01T16:24:00,2026-08-15T12:00:00
9000157,ORD-009000157,100047,204,314.0,STORE,2026-07-24T17:12:00,COMPLETED,WELCOME10,USD,2026-07-24T17:12:00,2026-08-15T12:00:00
9000158,ORD-009000158,100035,203,,ONLINE,2025-08-31T18:48:00,CANCELLED,,USD,2025-08-31T18:48:00,2026-08-15T12:00:00
9000159,ORD-009000159,100019,204,304.0,STORE,2025-11-10T14:27:00,CANCELLED,,USD,2025-11-10T14:27:00,2026-08-15T12:00:00
9000160,ORD-009000160,100008,205,,ONLINE,2024-12-11T18:38:00,COMPLETED,,USD,2024-12-11T18:38:00,2026-08-15T12:00:00
9000161,ORD-009000161,100045,202,312.0,STORE,2025-11-06T16:52:00,COMPLETED,WELCOME10,USD,2025-11-06T16:52:00,2026-08-15T12:00:00
9000162,ORD-009000162,100039,202,,ONLINE,2026-07-15T19:50:00,SHIPPED,,USD,2026-07-15T19:50:00,2026-08-15T12:00:00
9000163,ORD-009000163,100032,204,304.0,STORE,2025-10-25T16:26:00,SHIPPED,WEEKEND15,USD,2025-10-25T16:26:00,2026-08-15T12:00:00
9000164,ORD-009000164,100039,201,,ONLINE,2026-05-17T19:35:00,COMPLETED,WELCOME10,USD,2026-05-17T19:35:00,2026-08-15T12:00:00
9000165,ORD-009000165,100011,204,319.0,STORE,2024-12-12T14:20:00,COMPLETED,WEEKEND15,USD,2024-12-12T14:20:00,2026-08-15T12:00:00
9000166,ORD-009000166,100002,204,,ONLINE,2025-08-05T17:51:00,COMPLETED,WEEKEND15,USD,2025-08-05T17:51:00,2026-08-15T12:00:00
9000167,ORD-009000167,100050,203,,ONLINE,2026-04-27T13:12:00,COMPLETED,FREESHIP,USD,2026-04-27T13:12:00,2026-08-15T12:00:00
9000168,ORD-009000168,100004,205,,ONLINE,2026-07-02T17:02:00,COMPLETED,WELCOME10,USD,2026-07-02T17:02:00,2026-08-15T12:00:00
9000169,ORD-009000169,100038,204,,ONLINE,2025-11-08T12:23:00,COMPLETED,WELCOME10,USD,2025-11-08T12:23:00,2026-08-15T12:00:00
9000170,ORD-009000170,100053,201,,ONLINE,2026-04-23T14:05:00,COMPLETED,,USD,2026-04-23T14:05:00,2026-08-15T12:00:00
9000171,ORD-009000171,100017,202,302.0,STORE,2025-05-16T19:26:00,COMPLETED,WELCOME10,USD,2025-05-16T19:26:00,2026-08-15T12:00:00
9000172,ORD-009000172,100013,201,316.0,STORE,2026-01-05T14:02:00,COMPLETED,WELCOME10,USD,2026-01-05T14:02:00,2026-08-15T12:00:00
9000173,ORD-009000173,100036,204,,ONLINE,2024-10-21T16:41:00,SHIPPED,,USD,2024-10-21T16:41:00,2026-08-15T12:00:00
9000174,ORD-009000174,100008,201,,ONLINE,2024-10-10T14:21:00,COMPLETED,,USD,2024-10-10T14:21:00,2026-08-15T12:00:00
9000175,ORD-009000175,100034,204,,ONLINE,2026-03-12T14:25:00,COMPLETED,FREESHIP,USD,2026-03-12T14:25:00,2026-08-15T12:00:00
9000176,ORD-009000176,100058,204,,ONLINE,2026-03-29T16:19:00,COMPLETED,,USD,2026-03-29T16:19:00,2026-08-15T12:00:00
9000177,ORD-009000177,100017,204,309.0,STORE,2024-06-05T18:14:00,COMPLETED,,USD,2024-06-05T18:14:00,2026-08-15T12:00:00
9000178,ORD-009000178,100007,203,,ONLINE,2026-07-17T16:30:00,CANCELLED,FREESHIP,USD,2026-07-17T16:30:00,2026-08-15T12:00:00
