payment_id,order_id,payment_timestamp,payment_method,payment_status,amount,currency_code,transaction_reference,created_at,updated_at
20000019,9000019,2026-05-02T18:15:00,CARD,CAPTURED,71.12,USD,PAY-EFD498CED3C3DA8F,2026-05-02T18:05:00,2026-08-15T12:00:00
20000020,9000020,2026-02-07T14:21:00,CARD,CAPTURED,225.3,USD,PAY-06350AAF29CB749C,2026-02-07T14:13:00,2026-08-15T12:00:00
20000021,9000021,2025-09-11T13:57:00,CARD,CAPTURED,293.29,USD,PAY-DDDA3B8EBD9CE234,2025-09-11T13:53:00,2026-08-15T12:00:00
20000022,9000022,2026-05-20T18:50:00,CARD,CAPTURED,363.25,USD,PAY-532290332FDC5388,2026-05-20T18:45:00,2026-08-15T12:00:00
20000023,9000023,2024-06-13T18:16:00,DIGITAL_WALLET,CAPTURED,39.58,USD,PAY-B4B5574D1F4537A6,2024-06-13T18:14:00,2026-08-15T12:00:00
20000024,9000024,2025-04-11T20:20:00,CARD,CAPTURED,130.47,USD,PAY-61F527A01CC6E647,2025-04-11T20:18:00,2026-08-15T12:00:00
20000025,9000025,2024-02-04T21:33:00,DIGITAL_WALLET,CAPTURED,39.21,USD,PAY-0C8FBCE8C901FE0D,2024-02-04T21:27:00,2026-08-15T12:00:00
20000026,9000026,2025-07-21T19:46:00,CARD,CAPTURED,63.54,USD,PAY-D9B8BF8590D7C4D0,2025-07-21T19:43:00,2026-08-15T12:00:00
20000027,9000027,2024-02-04T13:31:00,CARD,CAPTURED,170.69,USD,PAY-259ED9780882B527,2024-02-04T13:22:00,2026-08-15T12:00:00
20000028,9000028,2026-07-14T14:09:00,CARD,CAPTURED,180.04,USD,PAY-DBAF2BA7DCCB7AFF,2026-07-14T14:07:00,2026-08-15T12:00:00
20000029,9000029,2026-04-02T18:54:00,DIGITAL_WALLET,CAPTURED,18.25,USD,PAY-239B7A24D2E429F5,2026-04-02T18:50:00,2026-08-15T12:00:00
20000030,9000030,2025-08-02T18:12:00,CARD,CAPTURED,274.33,USD,PAY-A5B02EBA56FAA338,2025-08-02T18:09:00,2026-08-15T12:00:00
20000031,9000031,2024-04-20T18:03:00,CARD,CAPTURED,37.63,USD,PAY-E3B5CBADF41AB2E5,2024-04-20T17:55:00,2026-08-15T12:00:00
20000032,9000032,2026-07-22T18:50:00,CARD,CAPTURED,214.41,USD,PAY-32D648EEF455ADD4,2026-07-22T18:43:00,2026-08-15T12:00:00
20000033,9000033,2026-02-28T15:16:00,DIGITAL_WALLET,REFUNDED,70.64,USD,PAY-F2B1DEA0D8CC1E2F,2026-02-28T15:11:00,2026-08-15T12:00:00
20000034,9000034,2024-09-21T10:24:00,DIGITAL_WALLET,CAPTURED,108.77,USD,PAY-27BDD5123C0861EE,2024-09-21T10:15:00,2026-08-15T12:00:00
20000035,9000035,2025-09-05T18:07:00,CARD,CAPTURED,69.33,USD,PAY-A94C46005FB6EE09,2025-09-05T18:01:00,2026-08-15T12:00:00
20000036,9000036,2025-01-25T16:03:00,CARD,CAPTURED,55.43,USD,PAY-7A9A369B691A117B,2025-01-25T15:59:00,2026-08-15T12:00:00
20000037,9000037,2026-07-18T14:44:00,CARD,CAPTURED,104.59,USD,PAY-5D99B9ACA297D2FE,2026-07-18T14:34:00,2026-08-15T12:00:00
20000038,9000038,2026-05-27T08:28:00,CARD,CAPTURED,305.04,USD,PAY-DE25539ABF78A578,2026-05-27T08:19:00,2026-08-15T12:00:00
20000039,9000039,2026-05-30T22:29:00,CARD,CAPTURED,36.23,USD,PAY-EAB12A82C4548917,2026-05-30T22:20:00,2026-08-15T12:00:00
20000040,9000040,2025-11-16T17:17:00,CARD,CAPTURED,239.97,USD,PAY-56EAF42859CB941D,2025-11-16T17:07:00,2026-08-15T12:00:00
20000041,9000041,2026-06-06T17:32:00,CARD,CAPTURED,270.92,USD,PAY-FB7B48C46AC98C4D,2026-06-06T17:24:00,2026-08-15T12:00:00
20000042,9000042,2026-02-11T16:05:00,DIGITAL_WALLET,CAPTURED,52.61,USD,PAY-8A654C9B0F4ECCC4,2026-02-11T15:56:00,2026-08-15T12:00:00
20000043,9000043,2025-10-14T17:47:00,DIGITAL_WALLET,CAPTURED,411.25,USD,PAY-91F381CE8495BA99,2025-10-14T17:45:00,2026-08-15T12:00:00
20000044,9000044,2025-04-09T20:13:00,DIGITAL_WALLET,CAPTURED,371.29,USD,PAY-80D3D8277F78E059,2025-04-09T20:12:00,2026-08-15T12:00:00
20000045,9000045,2025-11-08T18:08:00,CARD,CAPTURED,269.06,USD,PAY-8975EA87E067EF0C,2025-11-08T17:58:00,2026-08-15T12:00:00
20000046,9000046,2025-12-26T16:44:00,CARD,CAPTURED,386.69,USD,PAY-DAA0BA642EFACECC,2025-12-26T16:39:00,2026-08-15T12:00:00
20000047,9000047,2026-04-15T15:29:00,CARD,CAPTURED,324.68,USD,PAY-2FB9BCB2F30FDFCF,2026-04-15T15:28:00,2026-08-15T12:00:00
20000048,9000048,2026-07-03T22:03:00,CARD,CAPTURED,33.24,USD,PAY-11D26A95E6A9D0F0,2026-07-03T21:54:00,2026-08-15T12:00:00
20000049,9000049,2026-06-26T16:43:00,CARD,CAPTURED,119.59,USD,PAY-38CAD0D38924B0E1,2026-06-26T16:37:00,2026-08-15T12:00:00
20000050,9000050,2026-01-24T14:26:00,DIGITAL_WALLET,CAPTURED,59.6,USD,PAY-C5F3EE41694D24BF,2026-01-24T14:19:00,2026-08-15T12:00:00
20000051,9000051,2025-10-14T15:15:00,CARD,CAPTURED,153.52,USD,PAY-AABE5894EA0D7390,2025-10-14T15:10:00,2026-08-15T12:00:00
20000052,9000052,2025-09-20T19:33:00,DIGITAL_WALLET,CAPTURED,61.77,USD,PAY-D249D9D636F89110,2025-09-20T19:29:00,2026-08-15T12:00:00
20000053,9000053,2024-11-03T17:32:00,CARD,CAPTURED,179.64,USD,PAY-C515CDD14E2D5665,2024-11-03T17:31:00,2026-08-15T12:00:00
20000054,9000054,2026-07-09T18:34:00,CARD,CAPTURED,48.55,USD,PAY-E490A623A46359FC,2026-07-09T18:30:00,2026-08-15T12:00:00
20000055,9000055,2025-03-14T13:26:00,CARD,CAPTURED,60.1,USD,PAY-24B2E444585A1F87,2025-03-14T13:22:00,2026-08-15T12:00:00
20000056,9000056,2025-12-12T13:02:00,CARD,CAPTURED,26.43,USD,PAY-54C3531040A18932,2025-12-12T12:57:00,2026-08-15T12:00:00
20000057,9000057,2024-10-17T16:54:00,CARD,CAPTURED,59.26,USD,PAY-A52D9B60CA6A7FAB,2024-10-17T16:50:00,2026-08-15T12:00:00
20000058,9000058,2025-09-27T18:09:00,CARD,CAPTURED,136.23,USD,PAY-58E5A0FB1BC42030,2025-09-27T18:06:00,2026-08-15T12:00:00
20000059,9000059,2024-05-28T15:30:00,DIGITAL_WALLET,CAPTURED,203.02,USD,PAY-5C5205BA091FBA2C,2024-05-28T15:22:00,2026-08-15T12:00:00
20000060,9000060,2024-07-22T15:01:00,CARD,CAPTURED,91.19,USD,PAY-DFC13EB78F7AD554,2024-07-22T14:52:00,2026-08-15T12:00:00
20000061,9000061,2026-03-05T12:58:00,CARD,CAPTURED,289.34,USD,PAY-444F138081F7E441,2026-03-05T12:55:00,2026-08-15T12:00:00
20000062,9000062,2026-07-07T15:17:00,CARD,REFUNDED,212.91,USD,PAY-AFD3CB0160705177,2026-07-07T15:08:00,2026-08-15T12:00:00
20000063,9000063,2025-04-06T16:29:00,GIFT_CARD,CAPTURED,44.29,USD,PAY-1C58617342D690FA,2025-04-06T16:19:00,2026-08-15T12:00:00
20000064,9000064,2026-05-17T18:50:00,CARD,REFUNDED,35.47,USD,PAY-9E5F02442771C042,2026-05-17T18:45:00,2026-08-15T12:00:00
20000065,9000065,2025-04-17T14:34:00,CARD,CAPTURED,44.38,USD,PAY-A2DA8280E86DF99D,2025-04-17T14:29:00,2026-08-15T12:00:00
20000066,9000066,2025-08-14T21:46:00,CARD,CAPTURED,218.82,USD,PAY-8338F5BD5F30FAD4,2025-08-14T21:41:00,2026-08-15T12:00:00
20000067,9000067,2026-06-24T16:24:00,CARD,CAPTURED,139.79,USD,PAY-D221AB260EEAEE27,2026-06-24T16:18:00,2026-08-15T12:00:00
20000068,9000068,2024-12-30T19:58:00,CARD,CAPTURED,59.37,USD,PAY-1C5237DEDB770248,2024-12-30T19:55:00,2026-08-15T12:00:00
20000069,9000069,2025-05-29T21:40:00,CARD,CAPTURED,44.16,USD,PAY-43C8EB07A75A2CEF,2025-05-29T21:35:00,2026-08-15T12:00:00
20000070,9000070,2026-01-18T16:31:00,DIGITAL_WALLET,CAPTURED,281.87,USD,PAY-899F977FFE9DDECA,2026-01-18T16:22:00,2026-08-15T12:00:00
20000071,9000071,2025-04-20T10:08:00,CARD,CAPTURED,215.57,USD,PAY-1E1F8A810DE97C21,2025-04-20T10:03:00,2026-08-15T12:00:00
20000072,9000072,2026-02-18T11:51:00,GIFT_CARD,CAPTURED,92.3,USD,PAY-39CC7EF7836C95ED,2026-02-18T11:43:00,2026-08-15T12:00:00
20000073,9000073,2026-02-09T19:47:00,CARD,CAPTURED,221.17,USD,PAY-F9257B7B7A5FC176,2026-02-09T19:43:00,2026-08-15T12:00:00
20000074,9000074,2025-09-07T17:53:00,CARD,CAPTURED,196.24,USD,PAY-A25BF73791F4F88F,2025-09-07T17:49:00,2026-08-15T12:00:00
20000075,9000075,2026-07-26T09:13:00,CARD,CAPTURED,83.38,USD,PAY-8E29310C639B9C25,2026-07-26T09:06:00,2026-08-15T12:00:00
20000076,9000076,2025-07-14T12:36:00,CARD,CAPTURED,169.68,USD,PAY-A2C1F22ECB124871,2025-07-14T12:33:00,2026-08-15T12:00:00
20000077,9000077,2025-12-21T18:45:00,CARD,CAPTURED,21.42,USD,PAY-E6CE1039417600B9,2025-12-21T18:44:00,2026-08-15T12:00:00
20000078,9000078,2025-07-01T12:31:00,CARD,CAPTURED,45.08,USD,PAY-70634078E3E4F487,2025-07-01T12:28:00,2026-08-15T12:00:00
20000079,9000079,2024-12-22T18:22:00,DIGITAL_WALLET,CAPTURED,125.08,USD,PAY-F697DE5EF6824CC5,2024-12-22T18:13:00,2026-08-15T12:00:00
20000080,9000080,2026-04-23T14:40:00,CARD,CAPTURED,151.65,USD,PAY-F649746956A5AB46,2026-04-23T14:34:00,2026-08-15T12:00:00
20000081,9000081,2026-07-31T11:14:00,DIGITAL_WALLET,CAPTURED,148.55,USD,PAY-FD7A5C7826075725,2026-07-31T11:07:00,2026-08-15T12:00:00
20000082,9000082,2025-07-26T12:51:00,DIGITAL_WALLET,CAPTURED,330.7,USD,PAY-81E6D24E9BB4C2E4,2025-07-26T12:49:00,2026-08-15T12:00:00
20000083,9000083,2026-05-26T10:49:00,CARD,CAPTURED,206.42,USD,PAY-9F37FF00686ADCA3,2026-05-26T10:47:00,2026-08-15T12:00:00
20000084,9000084,2026-06-06T13:52:00,DIGITAL_WALLET,CAPTURED,147.22,USD,PAY-5183459A10B1FEFC,2026-06-06T13:44:00,2026-08-15T12:00:00
20000085,9000085,2024-06-22T12:18:00,GIFT_CARD,CAPTURED,365.74,USD,PAY-1023FD557AF11089,2024-06-22T12:09:00,2026-08-15T12:00:00
20000086,9000086,2025-06-17T12:48:00,CARD,CAPTURED,272.81,USD,PAY-79090DF9D5C2CE3E,2025-06-17T12:44:00,2026-08-15T12:00:00
20000087,9000087,2025-05-13T11:58:00,GIFT_CARD,CAPTURED,111.07,USD,PAY-A4D5A33FC55B9608,2025-05-13T11:56:00,2026-08-15T12:00:00
20000088,9000088,2026-07-03T12:10:00,CARD,CAPTURED,75.41,USD,PAY-EA1CBA415FB85678,2026-07-03T12:03:00,2026-08-15T12:00:00
20000089,9000089,2026-01-22T15:34:00,DIGITAL_WALLET,REFUNDED,69.76,USD,PAY-5E28A974F33822EC,2026-01-22T15:28:00,2026-08-15T12:00:00
20000090,9000090,2024-11-23T16:25:00,CARD,CAPTURED,135.46,USD,PAY-2B02A2AD44F5676B,2024-11-23T16:20:00,2026-08-15T12:00:00
20000091,9000091,2026-04-18T11:51:00,CARD,CAPTURED,106.2,USD,PAY-D7D57CE07F486068,2026-04-18T11:44:00,2026-08-15T12:00:00
20000092,9000092,2025-08-12T20:14:00,DIGITAL_WALLET,CAPTURED,235.24,USD,PAY-12F3B82A9DB023DC,2025-08-12T20:11:00,2026-08-15T12:00:00
20000093,9000093,2025-08-01T13:23:00,DIGITAL_WALLET,CAPTURED,76.66,USD,PAY-196FA80467191215,2025-08-01T13:13:00,2026-08-15T12:00:00
20000094,9000094,2026-04-17T13:50:00,CARD,CAPTURED,74.71,USD,PAY-339067741469BDCF,2026-04-17T13:40:00,2026-08-15T12:00:00
20000095,9000095,2026-02-07T09:43:00,DIGITAL_WALLET,CAPTURED,49.63,USD,PAY-BAFF525DC1F5F45B,2026-02-07T09:40:00,2026-08-15T12:00:00
20000096,9000096,2024-05-04T16:36:00,CARD,CAPTURED,300.99,USD,PAY-1209017D95945026,2024-05-04T16:35:00,2026-08-15T12:00:00
20000097,9000097,2024-07-22T15:24:00,GIFT_CARD,CAPTURED,201.88,USD,PAY-0953FAEC564D4D46,2024-07-22T15:21:00,2026-08-15T12:00:00
20000098,9000098,2026-01-05T12:10:00,CARD,CAPTURED,38.9,USD,PAY-03D2E5CA39BE669E,2026-01-05T12:00:00,2026-08-15T12:00:00
20000099,9000099,2026-06-20T15:38:00,CARD,CAPTURED,121.55,USD,PAY-DA4629A1062B94E4,2026-06-20T15:32:00,2026-08-15T12:00:00
20000100,9000100,2024-09-28T13:37:00,CARD,CAPTURED,378.41,USD,PAY-BF693D7F4B0A8654,2024-09-28T13:31:00,2026-08-15T12:00:00
20000101,9000101,2026-05-04T11:30:00,CARD,REFUNDED,201.37,USD,PAY-7ECFEB1A68516006,2026-05-04T11:26:00,2026-08-15T12:00:00
20000102,9000102,2025-03-17T15:30:00,CARD,CAPTURED,39.72,USD,PAY-C0FB76F3AC2C7445,2025-03-17T15:28:00,2026-08-15T12:00:00
20000103,9000103,2026-02-01T16:12:00,DIGITAL_WALLET,CAPTURED,113.12,USD,PAY-D247B0E0E572446D,2026-02-01T16:10:00,2026-08-15T12:00:00
20000104,9000104,2025-06-12T09:31:00,CARD,CAPTURED,516.11,USD,PAY-3C423BEA6464C843,2025-06-12T09:22:00,2026-08-15T12:00:00
20000105,9000105,2025-10-20T12:41:00,CARD,CAPTURED,127.21,USD,PAY-C4AA01D3569E97C8,2025-10-20T12:34:00,2026-08-15T12:00:00
20000106,9000106,2025-04-02T12:03:00,CARD,CAPTURED,215.17,USD,PAY-CDF13145F2978159,2025-04-02T11:57:00,2026-08-15T12:00:00
20000107,9000107,2025-10-07T19:15:00,DIGITAL_WALLET,CAPTURED,66.02,USD,PAY-D3A608B2C05D8B02,2025-10-07T19:08:00,2026-08-15T12:00:00
20000108,9000108,2026-07-11T16:52:00,CARD,CAPTURED,60.55,USD,PAY-8E48C40623C84859,2026-07-11T16:42:00,2026-08-15T12:00:00
20000109,9000109,2026-07-07T14:06:00,CARD,CAPTURED,36.13,USD,PAY-80838DFDA53C69EA,2026-07-07T14:01:00,2026-08-15T12:00:00
20000110,9000110,2025-01-04T16:34:00,CARD,CAPTURED,151.35,USD,PAY-48F77D58D11F99D2,2025-01-04T16:29:00,2026-08-15T12:00:00
20000111,9000111,2026-06-22T10:37:00,CARD,CAPTURED,489.72,USD,PAY-A5D8144DC3A971DD,2026-06-22T10:28:00,2026-08-15T12:00:00
20000112,9000112,2024-03-30T18:39:00,DIGITAL_WALLET,CAPTURED,32.58,USD,PAY-EDE48C6A090A26B6,2024-03-30T18:32:00,2026-08-15T12:00:00
20000113,9000113,2026-02-19T18:04:00,GIFT_CARD,CAPTURED,165.42,USD,PAY-A46FCDFF05861835,2026-02-19T18:02:00,2026-08-15T12:00:00
20000114,9000114,2025-09-29T16:44:00,CARD,CAPTURED,161.38,USD,PAY-AD1D8042B970F537,2025-09-29T16:36:00,2026-08-15T12:00:00
20000115,9000115,2025-10-18T08:32:00,DIGITAL_WALLET,CAPTURED,197.35,USD,PAY-385C2AFC68FAB290,2025-10-18T08:23:00,2026-08-15T12:00:00
20000116,9000116,2026-07-24T14:31:00,CARD,CAPTURED,125.16,USD,PAY-3436E9425BA7C9DB,2026-07-24T14:28:00,2026-08-15T12:00:00
20000117,9000117,2024-09-08T13:07:00,CARD,REFUNDED,178.39,USD,PAY-1959EB1D3EF2EA0F,2024-09-08T13:06:00,2026-08-15T12:00:00
20000118,9000118,2025-07-14T14:09:00,CARD,CAPTURED,54.15,USD,PAY-AA4274E90651C2EC,2025-07-14T14:02:00,2026-08-15T12:00:00
20000119,9000119,2025-10-09T14:43:00,CARD,CAPTURED,72.18,USD,PAY-0F7D6D9AA22F8ED4,2025-10-09T14:35:00,2026-08-15T12:00:00
20000120,9000120,2026-06-21T16:37:00,CARD,CAPTURED,42.8,USD,PAY-99D3549B4FC7BA56,2026-06-21T16:36:00,2026-08-15T12:00:00
20000121,9000121,2026-05-28T18:53:00,CARD,CAPTURED,72.5,USD,PAY-20E5C698738D3D0F,2026-05-28T18:47:00,2026-08-15T12:00:00
20000122,9000122,2026-07-30T18:16:00,CARD,CAPTURED,123.81,USD,PAY-C4C70B0E69368C4A,2026-07-30T18:12:00,2026-08-15T12:00:00
20000123,9000123,2024-05-31T15:16:00,CARD,CAPTURED,26.23,USD,PAY-A010AD724B582CDF,2024-05-31T15:13:00,2026-08-15T12:00:00
20000124,9000124,2024-01-04T17:14:00,CARD,CAPTURED,80.07,USD,PAY-5ECC4A117CBA678C,2024-01-04T17:11:00,2026-08-15T12:00:00
20000125,9000125,2026-05-11T11:08:00,CARD,CAPTURED,190.29,USD,PAY-9D2F126D951F4992,2026-05-11T11:04:00,2026-08-15T12:00:00
20000126,9000126,2025-12-22T15:38:00,CARD,CAPTURED,163.34,USD,PAY-4EAA9912E753D967,2025-12-22T15:32:00,2026-08-15T12:00:00
20000127,9000127,2026-02-26T18:49:00,DIGITAL_WALLET,CAPTURED,198.45,USD,PAY-D72083EE1C898BF7,2026-02-26T18:43:00,2026-08-15T12:00:00
20000128,9000128,2026-07-22T12:53:00,CARD,CAPTURED,119.66,USD,PAY-6046EFD2EC63230B,2026-07-22T12:47:00,2026-08-15T12:00:00
20000129,9000129,2026-04-12T16:59:00,CARD,CAPTURED,201.07,USD,PAY-14EFEE5121BC2436,2026-04-12T16:50:00,2026-08-15T12:00:00
20000130,9000130,2025-12-31T12:57:00,DIGITAL_WALLET,CAPTURED,66.2,USD,PAY-9C3F45902DCD8E83,2025-12-31T12:50:00,2026-08-15T12:00:00
20000131,9000131,2025-04-17T15:01:00,CARD,CAPTURED,25.68,USD,PAY-2F632A994BC29C75,2025-04-17T14:51:00,2026-08-15T12:00:00
20000132,9000132,2025-09-04T11:36:00,DIGITAL_WALLET,CAPTURED,130.7,USD,PAY-66C1C966DB5C49C9,2025-09-04T11:31:00,2026-08-15T12:00:00
20000133,9000133,2026-06-20T13:29:00,CARD,CAPTURED,156.35,USD,PAY-B0760F2EB2A81B56,2026-06-20T13:19:00,2026-08-15T12:00:00
20000134,9000134,2026-01-31T13:46:00,CARD,CAPTURED,50.82,USD,PAY-60CF63C124299E65,2026-01-31T13:38:00,2026-08-15T12:00:00
20000135,9000135,2025-08-03T17:57:00,GIFT_CARD,CAPTURED,84.95,USD,PAY-754D60E97769DB64,2025-08-03T17:49:00,2026-08-15T12:00:00
20000136,9000136,2024-06-06T15:44:00,CARD,CAPTURED,57.62,USD,PAY-6439D10069E47CA2,2024-06-06T15:39:00,2026-08-15T12:00:00
20000137,9000137,2025-05-19T20:50:00,CARD,CAPTURED,435.16,USD,PAY-5E5D5CFA3FDE02A3,2025-05-19T20:43:00,2026-08-15T12:00:00
20000138,9000138,2025-03-14T12:03:00,CARD,CAPTURED,164.42,USD,PAY-C5A7CF47B3C4BF3D,2025-03-14T11:55:00,2026-08-15T12:00:00
20000139,9000139,2025-11-26T13:38:00,CARD,CAPTURED,106.41,USD,PAY-2E97949BD445E5C0,2025-11-26T13:32:00,2026-08-15T12:00:00
20000140,9000140,2025-11-11T12:14:00,CARD,CAPTURED,19.11,USD,PAY-C30452118467FC63,2025-11-11T12:10:00,2026-08-15T12:00:00
20000141,9000141,2026-03-23T13:40:00,CARD,CAPTURED,216.8,USD,PAY-859082186C82CD7F,2026-03-23T13:34:00,2026-08-15T12:00:00
20000142,9000142,2025-01-19T15:19:00,CARD,CAPTURED,60.8,USD,PAY-E83F57C076936524,2025-01-19T15:17:00,2026-08-15T12:00:00
20000143,9000143,2026-01-07T12:59:00,CARD,CAPTURED,369.72,USD,PAY-E9DC6B3268FE4E05,2026-01-07T12:53:00,2026-08-15T12:00:00
20000144,9000144,2026-07-15T20:59:00,CARD,CAPTURED,289.64,USD,PAY-F7B32AD2A33DEE75,2026-07-15T20:55:00,2026-08-15T12:00:00
20000145,9000145,2026-05-03T18:07:00,CARD,CAPTURED,251.66,USD,PAY-9F58860D26B0141D,2026-05-03T17:58:00,2026-08-15T12:00:00
20000146,9000146,2025-07-04T21:54:00,CARD,CAPTURED,370.86,USD,PAY-14580AB7A9391E59,2025-07-04T21:49:00,2026-08-15T12:00:00
20000147,9000147,2024-07-21T14:34:00,DIGITAL_WALLET,CAPTURED,154.32,USD,PAY-8809CF22F300F463,2024-07-21T14:28:00,2026-08-15T12:00:00
20000148,9000148,2024-12-06T13:01:00,GIFT_CARD,CAPTURED,97.7,USD,PAY-806988ECFF055EE8,2024-12-06T12:53:00,2026-08-15T12:00:00
20000149,9000149,2026-07-30T16:57:00,GIFT_CARD,CAPTURED,56.51,USD,PAY-8EA524F588AB5033,2026-07-30T16:54:00,2026-08-15T12:00:00
20000150,9000150,2025-01-29T15:18:00,CARD,CAPTURED,28.14,USD,PAY-0753136901F2BB0B,2025-01-29T15:16:00,2026-08-15T12:00:00
20000151,9000151,2025-10-27T14:55:00,CARD,CAPTURED,99.71,USD,PAY-FCABD3F6FCCA42E0,2025-10-27T14:51:00,2026-08-15T12:00:00
20000152,9000152,2026-05-27T15:46:00,DIGITAL_WALLET,CAPTURED,391.97,USD,PAY-2B4ED1CB97325841,2026-05-27T15:41:00,2026-08-15T12:00:00
20000153,9000153,2025-05-14T15:28:00,CARD,CAPTURED,363.65,USD,PAY-BF96A2F28A5C0294,2025-05-14T15:22:00,2026-08-15T12:00:00
20000154,9000154,2026-04-14T16:37:00,CARD,REFUNDED,79.93,USD,PAY-2C76F08E2B44D66C,2026-04-14T16:33:00,2026-08-15T12:00:00
20000155,9000155,2026-02-09T17:18:00,CARD,CAPTURED,57.6,USD,PAY-487E9489C10FD7AB,2026-02-09T17:14:00,2026-08-15T12:00:00
20000156,9000156,2026-01-01T16:27:00,CARD,CAPTURED,153.69,USD,PAY-AB9479E9E7DFE196,2026-01-01T16:24:00,2026-08-15T12:00:00
20000157,9000157,2026-07-24T17:20:00,CARD,CAPTURED,352.99,USD,PAY-D0403D92357D9D31,2026-07-24T17:12:00,2026-08-15T12:00:00
20000158,9000158,2025-08-31T18:58:00,CARD,REFUNDED,41.13,USD,PAY-46BD9ECC93265452,2025-08-31T18:48:00,2026-08-15T12:00:00
20000159,9000159,2025-11-10T14:32:00,GIFT_CARD,REFUNDED,168.86,USD,PAY-D378E290E12B4CF4,2025-11-10T14:27:00,2026-08-15T12:00:00
20000160,9000160,2024-12-11T18:48:00,CARD,CAPTURED,192.68,USD,PAY-97798C058C305923,2024-12-11T18:38:00,2026-08-15T12:00:00
20000161,9000161,2025-11-06T16:59:00,DIGITAL_WALLET,CAPTURED,35.44,USD,PAY-267EC31E47ED1CA5,2025-11-06T16:52:00,2026-08-15T12:00:00
20000162,9000162,2026-07-15T19:55:00,CARD,CAPTURED,29.05,USD,PAY-440BFB5671141E55,2026-07-15T19:50:00,2026-08-15T12:00:00
20000163,9000163,2025-10-25T16:32:00,CARD,CAPTURED,264.22,USD,PAY-E0FF18C1400E4842,2025-10-25T16:26:00,2026-08-15T12:00:00
20000164,9000164,2026-05-17T19:40:00,DIGITAL_WALLET,CAPTURED,109.75,USD,PAY-94A3711926FD04CC,2026-05-17T19:35:00,2026-08-15T12:00:00
20000165,9000165,2024-12-12T14:24:00,CARD,CAPTURED,242.64,USD,PAY-0A38681D018B5557,2024-12-12T14:20:00,2026-08-15T12:00:00
20000166,9000166,2025-08-05T17:56:00,GIFT_CARD,CAPTURED,150.76,USD,PAY-94B968B020919164,2025-08-05T17:51:00,2026-08-15T12:00:00
20000167,9000167,2026-04-27T13:17:00,CARD,CAPTURED,63.15,USD,PAY-09F7FAA337AD4319,2026-04-27T13:12:00,2026-08-15T12:00:00
